name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,details_average_battery_life_(in_hours),details_base_type,details_batteries,details_best_sellers_rank,details_brand,details_color,details_computer_memory_type,details_country_of_origin,details_customer_reviews,details_date_first_available,details_department,details_finish_type,details_hardware_platform,details_is_discontinued_by_manufacturer,details_item_dimensions_lxwxh,details_item_model_number,details_item_weight,details_language,details_manufacturer,details_mounting_type,details_number_of_levels,details_number_of_processors,details_operating_system,details_power_source,details_product_dimensions,details_ram,details_series,details_shape,details_special_feature,details_style,details_upc,details_wireless_type,image_1,image_2,image_3,image_4,image_5,overview_brand,overview_color,overview_compatible_devices,overview_connectivity_technology,overview_finish_type,overview_keyboard_backlighting_color_support,overview_keyboard_description,overview_mounting_type,overview_number_of_keys,overview_product_dimensions,overview_recommended_uses_for_product,overview_special_feature,overview_style,overview_style_modern,position,query
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",B079JLY5M5,27.99,27.99,$27.99,27.99,,0.0,$,In Stock Only 3 left in stock - order soon.,"GetFast, Free ShippingwithAmazon PrimeGetFast, Free ShippingwithAmazon Prime",True,,4.5,94320,"Electronics, Computers & Accessories, Computer Accessories & Peripherals, Keyboards, Mice & Accessories, Keyboard & Mouse Combos","Reliable Plug and Play: The USB receiver provides a reliable wireless connection up to 33 ft (1), so you can forget about drop-outs and delays and you can take it wherever you use your computer.Keyboard Key type: Deep profile. Mouse Scroll Wheel: Yes, 2D, optical.Enhanced Function Keys : Yes. Ergonomic : No., Type in Comfort: The design of this keyboard creates a comfortable typing experience thanks to the low-profile, quiet keys and standard layout with full-size F-keys, number pad, and arrow keys, Caps lock indicator light, Durable and Resilient: This full-size wireless keyboard features a spill-resistant design (2), durable keys and sturdy tilt legs with adjustable height. Comfortable Mouse: This compact wireless mouse is designed to be equally comfortable for both left- and right-handed users, plus its smooth cursor control allows easy navigation on most surfaces, Long Battery Life: MK270 combo features a 36-month keyboard and 12-month mouse battery life (3), along with on/off switches allowing you to go months without the hassle of changing batteries, Easy to Use: This wireless keyboard and mouse combo features 8 multimedia hotkeys for instant access to the Internet, email, play/pause, and volume so you can easily check out your favorite sites, Battery information: Requires two AAA batteries, and one AA battery","The stylish Logitech MK270 Wireless Keyboard and Mouse Combo is perfect for the home office or workplace. Ditch the touchpad for this full size keyboard and mouse. Easily connect using Logitech's plug and forget receiver—just plug it into the USB port, and you're ready to work. There's no lengthy installation procedure to slow you down. When you're on the move, the receiver stores comfortably inside the mouse. Both the keyboard and mouse included in the MK270 combo use wireless 2.4GHz connectivity to provide seamless, interruption free use. Use the keyboard within a 10 m range without keyboard lag. Work for longer with the MK270's long battery life. The keyboard can be used for up to 24 months, and the mouse for 12 months, without replacing batteries. The Logitech MK270 keyboard includes 8 hotkeys that are programmable to your most used applications to boost your productivity.",,Amazon's Choice,Best Seller,https://www.amazon.com/Logitech-MK270-Wireless-Keyboard-Mouse/dp/B079JLY5M5,https://www.amazon.com/Logitech-MK270-Wireless-Keyboard-Mouse/dp/B079JLY5M5/ref=sr_1_1?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-1,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Logitech Store,https://www.amazon.com/stores/Logitech/page/01EFDE77-7D1A-41D7-9EEA-7C2FA22AB12F?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,‎2 AAA batteries required. (included),#1 in Computer Keyboard & Mouse Combos,‎Logitech,‎Black,,‎China,4.5 out of 5 stars,"‎April 1, 2018",,,,‎No,‎20.08 x 6.22 x 1.81 inches,‎920-008813,‎1.05 pounds,,‎Logitech,,,,"‎Windows 10, 11 or later, Chrome OS",‎Battery Powered,‎20.08 x 6.22 x 1.81 inches,,‎MK270,,,,,,https://m.media-amazon.com/images/I/41X6hey-ExL.jpg,https://m.media-amazon.com/images/I/51HGur7An8L.jpg,https://m.media-amazon.com/images/I/31tyrA8+4rL.jpg,https://m.media-amazon.com/images/I/51fAnqDSFWL.jpg,https://m.media-amazon.com/images/I/41DIjWgGyVL.jpg,Logitech,Black,"Laptop, Personal Computer",Wireless,,,,,,,,Spill-resistant,,,1,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"Computer Keyboard Wired, Plug Play USB , Low Profile Chiclet Keys, Large Number Pad, Caps Indicators, Foldable Stands, Spill-Resistant, Anti-Wear Letters for Windows Mac PC Laptop, Full Size",B09NLS9TK4,14.99,14.99,,,,0.0,$,In Stock,"GetFast, Free ShippingwithAmazon Prime",True,,4.4,1832,"Electronics, Computers & Accessories, Computer Accessories & Peripherals, Keyboards, Mice & Accessories, Keyboards","【Easy, Ultra-Fast to Play】CL206 wired computer keyboard is super easy to use, it works instantly with any USB devices, no driver needed, no need to worry about interference that breaks your connection, no charging or battery consumption., 【Responsive Low-Profile Chiclet Keys】Provide optimized responsiveness and effortless tactile feedback that remind you the key has been hit. You can type with confidence with shorter keystroke travel so it’s decent to type on for long periods., 【Slim, Modern Design】Own your style with a slim computer keyboard with premium matte finish, and you can easily carry it when you work from home. This keyboard is compact and doesn't take up a lot of real estate on the desk, great if you have a small office workspace., 【Ergonomic, Noiseless Typing】The keyboard angle is adjustable with flip out legs, supporting your hands in a more ergonomic gesture to relieve fatigue and ensure comfortable typing experience. No need to worry about disturbing others around because it has 50%-reduced click noise., 【Optimize Your Productivity】Boost your workflow and simply how you use your computer with a large number pad, 3 indicator lights and 12 multimedia shortcuts, including video, volume, surfing, email control etc., 【Spill-Resistant, UV Letters】Keyboard has waterproof protection on its surface and drain holes design on the back, preventing damage by accidental spills and can be simply wiped dry. The characters on keycaps are extremely hard to wear thanks to the high quality UV coating., 【Compatibility, 18 Months Warranty】Work fluidly on Windows 7/8/10/11/XP/Vista/Server/Chrome OS/Mac OS/Linux/TV. Contact COLIKES for any instructions/replacement/refund. 【No need to return the old one.】","Wired RGB Keyboard Wired Keyboard Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 1,832 4.4 out of 5 stars 1,832 Price $22.99 $ 22 . 99 $14.99 $ 14 . 99 Backlit ✓ Connectivity Technology USB-A USB-A Special Feature Spill Proof, Waterproof, Lightweight, Low-Profile Key, Foldable Spill Proof, Waterproof, Lightweight, Low-Profile Key, Foldable Number of Keys 104 104",,Amazon's Choice,Overall Pick,https://www.amazon.com/Computer-Keyboard-Indicators-Spill-Resistant-Anti-Wear/dp/B09NLS9TK4,https://www.amazon.com/Computer-Keyboard-Indicators-Spill-Resistant-Anti-Wear/dp/B09NLS9TK4/ref=sr_1_2?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-2,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Brand: COLIKES,https://www.amazon.com/COLIKES/b/ref=bl_dp_s_web_69513102011?ie=UTF8&node=69513102011&field-lbr_brands_browse-bin=COLIKES,,,,#19 in Computer Keyboards,,,,China,4.4 out of 5 stars,"December 14, 2021",,,,,,CL206,1.17 pounds,,COLIKES,,,,,,17.36 x 6.02 x 0.92 inches,,,,,,,,https://m.media-amazon.com/images/I/41ZPA418GOL.jpg,https://m.media-amazon.com/images/I/41nDlQuaW5L.jpg,https://m.media-amazon.com/images/I/41DdJzuS5dL.jpg,https://m.media-amazon.com/images/I/41gRz5HpC-L.jpg,https://m.media-amazon.com/images/I/51BkbQEwVeL.jpg,COLIKES,Black,PC,USB-A,,Single Color,membranes,,104,,Travel,"Spill Proof, Low-Profile Key",Classic,,2,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"Logitech K120 Wired Keyboard for Windows, Plug and Play, Full-Size, Spill-Resistant, Curved Space Bar, Compatible with PC, Laptop - Black",B003ELVLKU,12.34,12.34,$21.03,21.03,,0.0,$,In Stock,"GetFast, Free ShippingwithAmazon Prime",True,,4.6,7156,"Electronics, Computers & Accessories, Computer Accessories & Peripherals, Keyboards, Mice & Accessories, Keyboards","All-day Comfort: The design of this standard keyboard creates a comfortable typing experience thanks to the deep-profile keys and full-size standard layout with F-keys and number pad, Easy to Set-up and Use: Set-up couldn't be easier, you simply plug in this corded keyboard via USB on your desktop or laptop and start using right away without any software installation, Compatibility: This full-size keyboard is compatible with Windows 7, 8, 10 or later, plus it's a reliable and durable partner for your desk at home, or at work, Spill-proof: This durable keyboard features a spill-resistant design (1), anti-fade keys and sturdy tilt legs with adjustable height, meaning this keyboard is built to last, Upgrade to Logitech K270 Wireless Keyboard: Experience wireless freedom with K270, featuring 2-year battery life, plug-and-play simplicity, and reliable hassle-free wireless connection","With comfortable, quiet typing, a sleek yet sturdy design and a plug-and-play USB connection, the Logitech Keyboard K120 gives you a better typing experience that's built to last. System Requirements: Windows XP Windows Vista Windows 7 Windows 8 Windows 10|USB port|Linux kernel 2.6+",,Amazon's Choice,,https://www.amazon.com/Logitech-920-002478-K120-USB-Keyboard/dp/B003ELVLKU,https://www.amazon.com/Logitech-920-002478-K120-USB-Keyboard/dp/B003ELVLKU/ref=sr_1_3?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-3,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Logitech Store,https://www.amazon.com/stores/Logitech/page/01EFDE77-7D1A-41D7-9EEA-7C2FA22AB12F?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,,#3 in Computer Keyboards,‎Logitech,‎Black,‎SDRAM,‎China,4.6 out of 5 stars,"‎August 3, 2017",‎Keyboards/Input Devices,,‎PC,‎No,‎0.92 x 17.7 x 6.1 inches,‎920-002478,‎1.47 pounds,‎English,‎Logitech,,,‎1,"‎Windows 8, Windows 7, Windows 10",‎Corded Electric,‎0.92 x 17.7 x 6.1 inches,‎4 GB,‎Slim Corded Keyboard,,,,,‎2.4 GHz Radio Frequency,https://m.media-amazon.com/images/I/31aaVBPTwdL.jpg,https://m.media-amazon.com/images/I/41WiYXfBFPL.jpg,https://m.media-amazon.com/images/I/41dg+2QhewL.jpg,https://m.media-amazon.com/images/I/51jOp333oiL.jpg,https://m.media-amazon.com/images/I/41KeI9P9PZL.jpg,Logitech,Black,Laptop,wired,,Single Color,QWERTY,,104,,"Home, Work","Spill Proof, Spill Resistant",Keyboard,,3,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"Rii RK100+ Multiple Color Rainbow LED Backlit Large Size USB Wired Mechanical Feeling Multimedia PC Gaming Keyboard,Office Keyboard for Working or Primer Gaming,Office Device",B0CCZWCPRQ,14.99,14.99,,,,0.0,$,In Stock,"GetFast, Free ShippingwithAmazon Prime",True,,4.4,6572,"Video Games, PC, Accessories, Gaming Keyboards","Rii Wired Multimedia Gaming KeyboardProfessional Mechanical feeling backlit gaming keyboard,Ideal for desktop and PC; Can be used for gaming and office,not the real mechanical keyboard,,but it worth more., Support Win10, Win8, Win7, Linux, Vista, IBM PC Laptop Pad Google Android TV Box HTPC IPTV Smart TV Mac OS Raspberry Pi ,Chrome OS and Linux OS, Features rainbow backlight with breathing light function; Press fn + light key to enter into breathing light mode; Press light button thrice to turn off backlight, Standard 105 Keys full size keyboard; Comes with 11 special designed multi media keys combinations,Measures 17.1 x 5.3 x 0.9 inches, Automatically enters sleeping mode if not used for 10 minutes; Any key press will awaken and backlights turn back on","Backlight Button Features rainbow backlight with breathing light function; Press fn + light key to enter into breathing light mode;  Press light button twice to turn off  backlight Support Device Support Win10, Win8, Win7, Linux, Vista, IBM   PC Laptop Pad Google Android TV Box HTPC IPTV Smart TV Mac OS Raspberry   Pi ,Chrome OS and Linux OS Multimedia keys combinationS Multimedia key description:  FN+F1=music          FN+F7=Play  FN+F2=Volume-    FN+F8=Next  FN+F3=Volume+    FN+F9=Mailbox  FN+F4=Mute            FN+F10=Internet explorer   FN+F5=Stop             FN+F11=Lock  FN+F6=Previous     FN+F12=Keyboard",,Amazon's Choice,,https://www.amazon.com/Rii-Multiple-Mechanical-Multimedia-Keyboard/dp/B0CCZWCPRQ,https://www.amazon.com/Rii-Multiple-Mechanical-Multimedia-Keyboard/dp/B0CCZWCPRQ/ref=sr_1_4?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-4,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Rii Store,https://www.amazon.com/stores/Rii/page/656646AF-3B85-404E-AEDF-F1DF55BFD4EB?ref_=ast_bln,,,,#132 in Video Games ( See Top 100 in Video Games ) #3 in PC Gaming Keyboards,,,,China,4.4 out of 5 stars,"July 28, 2023",,,,,,,1.65 pounds,,Rii,,,,,,17.1 x 5.3 x 0.9 inches,,,,,,,,https://m.media-amazon.com/images/I/41-WnQTZP5L.jpg,https://m.media-amazon.com/images/I/51hJzLkf7ZL.jpg,https://m.media-amazon.com/images/I/51b1TNh1IxL.jpg,https://m.media-amazon.com/images/I/51EZJLYLB3L.jpg,https://m.media-amazon.com/images/I/51IsEw9K1FL.jpg,Rii,Rainbow LED Backlit/Black keys,PC,USB,,,Gaming,,104,"17.1""L x 5.3""W x 0.9""H",Gaming,Backlit,New RK100+,,4,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"SSWBasics Key Board With Self-Closing Tabs - 38 Hooks - 13 3/4""W x 20""L",B07N8GKYGH,67.95,67.95,,,,0.0,$,Only 14 left in stock - order soon.,,False,,4.7,26,"Office Products, Office & School Supplies, Forms, Recordkeeping & Money Handling, Key Cabinets","Dimensions: 13 3/4""W x 20""L, Color: White/Black/Gold (hooks), Handle at top for easy carrying., Key Holder Rack w/self closing tabs, Self Closing Tab Keyboard",Keyboard With Self-Closing Tabs - 38 Hooks Details Store the vehicle keys in your dealership with the Keyboard With Self-Closing Tabs. The keys stay on the hooks thanks to the self-closing tab construction. The numbered hooks make organizing and finding the correct keys quick and effortless. The handle at the top makes the board easy to carry to a secure location at closing time.,,Amazon's Choice,,https://www.amazon.com/Key-Board-Self-Closing-Tabs-Hooks/dp/B07N8GKYGH,https://www.amazon.com/Key-Board-Self-Closing-Tabs-Hooks/dp/B07N8GKYGH/ref=sr_1_5?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-5,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Brand: SSWBasics,https://www.amazon.com/SSWBasics/b/ref=bl_dp_s_web_20605051011?ie=UTF8&node=20605051011&field-lbr_brands_browse-bin=SSWBasics,,Legs,,"#51,052 in Industrial & Scientific ( See Top 100 in Industrial & Scientific ) #111 in Key Cabinets #156 in Commercial Access Control",SSWBasics,"Gold,white",,,4.7 out of 5 stars,"January 30, 2019",,Powder Coated,,,,,8.85 pounds,,Store Supply Warehouse,Floor Mount,1,,,,30 x 19.5 x 2.5 inches,,,Rectangular,Durable,Modern,840015418625,,https://m.media-amazon.com/images/I/41eC0Zk1g4L.jpg,https://m.media-amazon.com/images/I/41Kf7WZTQvL.jpg,https://m.media-amazon.com/images/I/41-NsohrQLL.jpg,https://m.media-amazon.com/images/I/41YJjCIgeyL.jpg,https://m.media-amazon.com/images/I/41nqO40HBEL.jpg,SSWBasics,"Gold,white",,,Powder Coated,,,Floor Mount,,,,Durable,,Shape Rectangular,5,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"Logitech K270 Wireless Keyboard for Windows, 2.4 GHz Wireless, Full-Size, Number Pad, 8 Multimedia Keys, 2-Year Battery Life, Compatible with PC, Laptop, Black",B004N627KS,21.99,21.99,$29.99,29.99,,0.0,$,In Stock,"GetFast, Free ShippingwithAmazon Prime",True,,4.4,7599,"Electronics, Computers & Accessories, Computer Accessories & Peripherals, Keyboards, Mice & Accessories, Keyboards","All-day Comfort: This USB keyboard creates a comfortable and familiar typing experience thanks to the deep-profile keys and standard full-size layout with all F-keys, number pad and arrow keys, Built to Last: The spill-proof (2) design and durable print characters keep you on track for years to come despite any on-the-job mishaps; it’s a reliable partner for your desk at home, or at work, Wireless range: 10m wireless range, Long-lasting Battery Life: A 24-month battery life (4) means you can go for 2 years without the hassle of changing batteries of your wireless full-size keyboard, Easy to Set-up and Use: Simply plug the USB receiver into a USB port on your desktop, laptop or netbook computer and start using the keyboard right away without any software installation, Simply Wireless: Forget about drop-outs and delays thanks to a strong, reliable wireless connection with up to 33 ft range (5); K270 is compatible with Windows 7, 8, 10 or later, Multimedia Keys: The things you do most are right at your fingertips with 8 keyboard hotkeys for instant access to the Internet, E-mail, play/pause, volume and more, Favorite Wireless Keyboard: K270 brings together familiar typing, wireless freedom, and long battery life; no wonder this is the world's top-selling keyboard (1), USB receiver included in the box flap","Logitech Wireless Keyboard K270. Reliable wireless-wherever you use your keyboard. The tiny Logitech Unifying receiver is small enough to stay in your laptop. Plus, you can easily add another compatible mouse or keyboard-without the hassle of multiple USB receivers. With Logitech Advanced 2.4 GHz wireless connectivity, you'll enjoy virtually no signal loss from up to 10 meters away.* You can go for two years without battery hassles.** Eight hot keys and plug-and-play setup that takes just seconds add to the simplicity. The familiar, full-size layout-including number pad-gives you all the right keys right where you'd expect them. And it's built to last with the high quality and reliability Logitech is known for-with a spill-resistant design*** and UV-coated keys for durability. * Wireless range may vary due to environmental and computing conditions. ** Keyboard battery life calculation based on an estimated two million keystrokes/year in an office environment. User experience may vary. *** Tested under limited conditions (maximum of 60 ml liquid spillage). Do not immerse keyboard in liquid.",,,,https://www.amazon.com/Logitech-Wireless-Keyboard-K270-Long-Range/dp/B004N627KS,https://www.amazon.com/Logitech-Wireless-Keyboard-K270-Long-Range/dp/B004N627KS/ref=sr_1_6?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-6,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Logitech Store,https://www.amazon.com/stores/Logitech/page/01EFDE77-7D1A-41D7-9EEA-7C2FA22AB12F?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,2 AAA batteries required. (included),#2 in Computer Keyboards,,,,China,4.4 out of 5 stars,"April 1, 2010",,,,No,,920-003051,1.1 pounds,English,Logitech,,,,,,0.75 x 5.75 x 17.25 inches,,,,,,,,https://m.media-amazon.com/images/I/41+R7pH+2RL.jpg,https://m.media-amazon.com/images/I/41lY3ksxHWL.jpg,https://m.media-amazon.com/images/I/41p3vdnihoL.jpg,https://m.media-amazon.com/images/I/41jl300d4oL.jpg,https://m.media-amazon.com/images/I/51TQA8YtWAL.jpg,Logitech,Black,"Laptop, PC",Wireless,,Single Color,"Qwerty, Multimedia",,104,,"Multimedia, Travel, Work, Home",Spill Proof,Keyboard K270,,6,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
"Amazon Basics Low-Profile Wired USB Keyboard with US Layout (QWERTY), Matte Black",B07WJ5D3H4,18.04,18.04,$18.99,18.99,,0.0,$,In Stock In Stock,"GetFast, Free ShippingwithAmazon PrimeGetFast, Free ShippingwithAmazon Prime",True,,4.5,6740,"Electronics, Computers & Accessories, Computer Accessories & Peripherals, Keyboards, Mice & Accessories, Keyboards","Keyboard with QWERTY layout and low-profile keys for a comfortable, quiet typing experience, Hot keys enable easy access to Media, My Computer, Mute, Volume up/down, and Calculator; 4 function keys control Previous Track, Stop, Play/Pause, and Next Track on a media player, USB wired connection, Compatible with Windows 2000, XP, Vista, 7, 8, and 10, Product Dimensions: 17.4 x 5 x 1.1 inches (LxWxH)",Product Description An Amazon Brand. From the Manufacturer Amazon Basics,,Amazon's Choice,,https://www.amazon.com/AmazonBasics-Matte-Keyboard-QWERTY-Layout/dp/B07WJ5D3H4,https://www.amazon.com/AmazonBasics-Matte-Keyboard-QWERTY-Layout/dp/B07WJ5D3H4/ref=sr_1_7?crid=33W604TZV04W3&dib=eyJ2IjoiMSJ9.L-VTcTkZDqgHb7kuCYFdYApdKxLshCJaKEAdXAwoukJ6loUTb10FgRv_O-e3nsPke8EZnWuw5uFa5yBwS6EwOb5lrp-tLRcZ6hO18OA-_YmS4HQ-MaDOO-chGPfUOdr3qEZE3wEggN5zpLE21zxS7GxcGSwlBgytZZc1yZBVDYHi4epk_e7A6DQWuusxcsY3eOa7Bwc5nTnx8WR-wScJDlPRx3GvxjZhXaGGJw318Ok.6RVqRE03AWFypXq2AgFAG_YYeSRrtqLCRkEiFIKwKVg&dib_tag=se&keywords=key+board&qid=1719080887&sprefix=key+board%2Caps%2C97&sr=8-7,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2,Amazon Basics Store,https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln,,,,#654 in Our Brands ( See Top 100 in Our Brands ) #6 in Computer Keyboards,,,,China,4.5 out of 5 stars,"December 2, 2019",,,,,,MD005,15.7 ounces,,Amazon,,,,,,17.39 x 5.01 x 1.06 inches,,,,,,,,https://m.media-amazon.com/images/I/41q8Wd1h5xL.jpg,https://m.media-amazon.com/images/I/413Jv-mlp+L.jpg,https://m.media-amazon.com/images/I/51dNSKkBiqL.jpg,https://m.media-amazon.com/images/I/41jr5A9IIAL.jpg,https://m.media-amazon.com/images/I/516inT3BJgL.jpg,Amazon Basics,Black,PC,USB,,Single Color,Accessible,,105,,Office,Multimedia Keyboard,Keyboard,,7,https://www.amazon.com/s?k=key+board&crid=33W604TZV04W3&sprefix=key+board%2Caps%2C97&ref=nb_sb_noss_2
