name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,details_age_range_(description),details_arm_height,details_arm_style,details_assembly_required,details_back_style,details_batteries_required,details_best_sellers_rank,details_brand,details_color,details_country_of_origin,details_customer_reviews,details_date_first_available,details_fabric_type,details_fill_material,details_finish_type,details_finish_types,details_form_factor,details_frame_material,details_furniture_base_movement,details_furniture_finish,details_global_trade_identification_number,details_included_components,details_indoor/outdoor_usage,details_is_customizable,details_is_discontinued_by_manufacturer,details_is_electric,details_is_foldable,details_item_model_number,details_item_weight,details_leg_style,details_manufacturer,details_material,details_maximum_weight_recommendation,details_minimum_height,details_model_name,details_pattern,details_product_care_instructions,details_product_dimensions,details_recommended_uses_for_product,details_room_type,details_seat_back_interior_height,details_seat_depth,details_seat_height,details_seat_length,details_seat_material_type,details_shape,details_size,details_special_feature,details_style,details_surface_recommendation,details_tilting,details_unit_count,details_upc,details_weight,image_1,image_2,image_3,image_4,image_5,overview_age_range_(description),overview_back_style,overview_brand,overview_color,overview_frame_material_metal,overview_frame_material_metal_plastic,overview_frame_material_plastic,overview_frame_material_stainless_steel,overview_item_weight,overview_material_aluminum,overview_material_faux_leather,overview_material_mesh,overview_material_metal,overview_material_nylon,overview_material_textile,overview_product_dimensions,overview_recommended_uses_for_product,overview_room_type,overview_shape,overview_size,overview_special_feature,overview_style,overview_unit_count,position,query
"Sweetcrispy Office Computer Desk Managerial Executive Chair, Ergonomic Mid-Back Mesh Rolling Work Swivel Chairs with Wheels, Comfortable Lumbar Support, Comfy Arms for Home,Bedroom,Study,Student,Black",B0D3DVG3HG,35.99,35.99,$39.99,39.99,,0.0,$,In Stock,,True,,3.9,3,"Office Products, Office Furniture & Lighting, Chairs & Sofas, Managerial & Executive Chairs","【Comfortable Seat for All Day Comfort】- Ergonomic features an all-elastic premium mesh back and a high-density sponge seat making the mesh office chair a good choice for all-day comfortable office seating. The unique mesh design is skin-friendly and breathable, which keeps you cool all day., 【Ergonomic Lumbar Support】- The ergonomically designed office chair backrest features prominent lumbar support that fits the natural curvature of the spine, helping you maintain a relaxed posture during long hours of work or study. This office chair is a perfect gift for your family and friends., 【Multifunctional Mechanism】- The seat height of this 360° Rotating chair could be easily adjusted by the pneumatic adjustment lever, and the adjustment range is 18.5-22.2 inches. Besides, the 90 -120-degree rocking mode helps you to relax from hard work. It is perfect for the home office, bedroom, study room, living room, classroom, school, computer desk, apartment, guest workstation, gaming room or conference room., 【Smooth Movement & Stability】- Our comfy office desk chair comes with smooth and multi-direction casters, which allow you to move the chair around effortlessly. They can run smoothly on tile, wooden floors, carpets, and other floorings. The large 5-star base increases stability even at the full height range. The maximum weight capacity is 250 lbs., 【Easy Assembly】 - The home office chair comes with installation instructions and all necessary hardware& tools. We also offer a video to help you, allowing the office chair installation to be completed within 10-15 minutes.","Sweetcrispy is formed to streamline home and office decor by providing ergonomically sound chairs that put your comfort at the forefront. Through relentless refining of our products, we’ve managed to perfect the chair to peak performance. We believe everyone deserves somewhere comfortable to fit. This is why we’ve positioned our potent pieces as very affordable whilst still not sacrificing quality. Our chairs are expertly designed to support your body, back, and muscles as you go about your daily life in true comfort and confidence. Sturdy Metal Base Maximum capacity up to 250lbs, heavy-duty metal base, more stability, and safety. Smooth and Sturdy Wheels The casters of office chair provide great mobility, suitable for hard floors, carpet, and more. Flexible Gas Spring Durable gas spring makes the height adjustment of this mesh office chair easier and more flexible. 360° Swivel Chair Desk chair also features 360-degree rotation for multi-tasking convenience. Buyers' Shows Previous page Next page Sweetcrispy Office Chair with Armrests It is perfect for an office, bedroom, study room, living room, or gaming room... There are multiple styles chairs for you to choose from. Chair with Arms Add to Cart Chair with Flip up Arms Add to Cart Chair with Flip up Arms Add to Cart Chair with Flip up Arms Add to Cart Chair with Flip up Arms See Details Chair with Flip up Arms Add to Cart Tall Chair with Arms See Details Customer Reviews 4.7 out of 5 stars 262 4.5 out of 5 stars 575 4.5 out of 5 stars 575 4.4 out of 5 stars 188 4.4 out of 5 stars 33 4.4 out of 5 stars 188 4.6 out of 5 stars 117 Price $51.98 $ 51 . 98 $49.99 $ 49 . 99 $49.66 $ 49 . 66 $61.69 $ 61 . 69 — $70.21 $ 70 . 21 — Ergonomic Lumbar Support ✔ ✔ ✔ ✔ ✔ ✔ ✔ Backrest with Storage Basket ✔ ✔ ✔ ✔ ✔ ✔ ✔ Ergonomic Armrests Fixed Armrests Flip up Armrests Flip up Armrests Flip up Armrests Flip up Armrests Flip up Armrests Fixed Armrests Upgraded Thicker Cushion ✔ ✔ ✔ ✔ ✔ ✔ ✔ Adjustable Headrest ✘ ✘ ✘ ✔ ✔ ✔ ✘ Height Adjustable ✔ ✔ ✔ ✔ ✔ ✔ ✔ 360 Degree Swivel ✔ ✔ ✔ ✔ ✔ ✔ ✔ Adjustable Footrest ✘ ✘ ✘ ✘ ✘ ✘ ✔",,,Best Seller,https://www.amazon.com/Sweetcrispy-Managerial-Executive-Ergonomic-Comfortable/dp/B0D3DVG3HG,https://www.amazon.com/Sweetcrispy-Managerial-Executive-Ergonomic-Comfortable/dp/B0D3DVG3HG/ref=sr_1_1?crid=GLWBWQJDCKQ&dib=eyJ2IjoiMSJ9.c9yViM8vFKA6Yxw0R8GXQLcOAs2rioxWmQgW2iVoPcot5PwLMjeVTm2AgA2q8Sn2to58X-2ATwdwJ6T2wN5gsk0dbogMZTbPTyF3WglYtNnvnEFwXvog_5q6fNAOKjuANWv1KxABIbqEKswgdnyjDT4qLq2PLXd99eQyX4msj7w4sVZ8Y6V6i2jcKL_4cVXUnUGp-bTU76QLh_kOtjUckLYcXcmDmJ6go_17lHOp48kJrlEZLLePX5kwHg36LqvmXHK8RMT_l5UXuIyFBQc3iljQNUSW3AMYzPggOG_SNdA.rIHhKEIblEp9pDGrr5uLK8qpKjRoaGDNDuJdID5zwgE&dib_tag=se&keywords=office+chair&qid=1719080715&sprefix=office%2Caps%2C97&sr=8-1,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6,Sweetcrispy Store,https://www.amazon.com/stores/Sweetcrispy/page/AEA8D4E0-EBC5-42BE-B375-A58A1E664ADF?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,With arms,,Solid Back,,#307 in Office Products ( See Top 100 in Office Products ) #1 in Managerial Chairs & Executive Chairs,Sweetcrispy,Black,China,3.9 out of 5 stars,"May 6, 2024",,,,,,Metal,,,,"A Chair, Assembly Tool, User Manual",,,,,,GWSTH001,21.4 pounds,,Sweetcrispy,Metal,250 Pounds,,Office Computer Desk Managerial Executive Chair,Solid,,"18.5""D x 20.08""W x 41.4""H","Office, Reading, Gaming",,,18.5 inches,,,Nylon,Rectangular,"18.5""D x 20""W x 41.4""H","Arm Rest, Ergonomic, Swivel, Rolling",Modern,Hard Floor,,1.0 Count,725380220007,,https://m.media-amazon.com/images/I/41yvp+ZMkML.jpg,https://m.media-amazon.com/images/I/41xEUkvXLDL.jpg,https://m.media-amazon.com/images/I/513OpNYJsCL.jpg,https://m.media-amazon.com/images/I/41jhgzKdPYL.jpg,https://m.media-amazon.com/images/I/41I7f+hFIaL.jpg,,Solid Back,Sweetcrispy,Black,Seat Material Type Nylon,,,,,,,,Item Weight 21.38 Pounds,,,"18.5""D x 20.08""W x 41.4""H",,,,"18.5""D x 20""W x 41.4""H",,,,1,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6
"Amazon Basics Classic Puresoft PU Padded Mid-Back Office Computer Desk Chair with Armrest, 26""D x 23.75""W x 42""H, Black",B081H3Y5NW,78.03,78.03,$93.31,93.31,,0.0,$,In Stock In Stock,,True,,4.2,35747,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Chairs, Home Office Desk Chairs","Office desk chair for home office, work station, or conference room, Adjustable seat height, adjustable seat angle, and tilt control for customizable comfort, Supports up to 275 pounds; sturdy KD metal base; comply with BIFMA standard, a nonprofit organization that creates voluntary standards to support safe standards for business and institutional working environments, Puresoft PU upholstery in Black; contoured padded seat, backrest, and armrests for comfort; durable caster wheels for smooth-rolling mobility, Assembly instructions included; components (casters, base, arms, seat mechanism, hardware kit) arrive packed in the back cushion, Product Dimensions: 23.75 x 26 x 38.25 - 42 inches (WxDxH); seat width: 19.5 inches; seat depth: 17.75 inches; arm height: 26.25 - 30 inches",Product Description Amazon Basics Classic Puresoft PU-Padded Mid-Back Office Computer Desk Chair with Armrest - Black From the Manufacturer Amazon Basics,,Amazon's Choice,Overall Pick,https://www.amazon.com/AmazonBasics-Puresoft-PU-Padded-Mid-Back-Computer/dp/B081H3Y5NW,https://www.amazon.com/AmazonBasics-Puresoft-PU-Padded-Mid-Back-Computer/dp/B081H3Y5NW/ref=sr_1_2?crid=GLWBWQJDCKQ&dib=eyJ2IjoiMSJ9.c9yViM8vFKA6Yxw0R8GXQLcOAs2rioxWmQgW2iVoPcot5PwLMjeVTm2AgA2q8Sn2to58X-2ATwdwJ6T2wN5gsk0dbogMZTbPTyF3WglYtNnvnEFwXvog_5q6fNAOKjuANWv1KxABIbqEKswgdnyjDT4qLq2PLXd99eQyX4msj7w4sVZ8Y6V6i2jcKL_4cVXUnUGp-bTU76QLh_kOtjUckLYcXcmDmJ6go_17lHOp48kJrlEZLLePX5kwHg36LqvmXHK8RMT_l5UXuIyFBQc3iljQNUSW3AMYzPggOG_SNdA.rIHhKEIblEp9pDGrr5uLK8qpKjRoaGDNDuJdID5zwgE&dib_tag=se&keywords=office+chair&qid=1719080715&sprefix=office%2Caps%2C97&sr=8-2,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6,Amazon Basics Store,https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln,‎Adult,‎30 Inches,‎With arms,,‎Mid Back,,#294 in Our Brands ( See Top 100 in Our Brands ) #4 in Home Office Desk Chairs,‎Amazon Basics,‎Black,‎China,4.2 out of 5 stars,"March 16, 2020",,‎Foam,‎Powder Coated,,,‎Metal,‎Swivel,,,‎Chair,‎Indoor,,,,,‎51206,‎25.3 pounds,,‎Amazon,‎Faux Leather,‎275 Pounds,,‎HOC-02,‎Solid,‎Wipe Clean,"‎26""D x 23.75""W x 42""H",‎Office,‎Office,‎22.5 Inches,‎17.75 inches,‎23.5 Inches,,,‎L-Shaped,"‎26""D x 23.75""W x 42""H","‎Adjustable,Sturdy",‎Classic,‎Indoor,,‎1.0 Count,‎194696000960,‎33.51 Pounds,https://m.media-amazon.com/images/I/31ZvJq1ByBL.jpg,https://m.media-amazon.com/images/I/51inHXcxVjL.jpg,https://m.media-amazon.com/images/I/31-Je8Rr+dL.jpg,https://m.media-amazon.com/images/I/41Xop17EfJL.jpg,https://m.media-amazon.com/images/I/41B0MTze6hL.SS125_PKplay-button-mb-image-grid-small_.jpg.jpg,,Mid Back,Amazon Basics,Black,Maximum Weight Recommendation 275 Pounds,,,,,,Item Weight 25.33 Pounds,,,,,"26""D x 23.75""W x 42""H",,,,"26""D x 23.75""W x 42""H",,,,2,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6
"Furmax Office Chair Mid Back Swivel Lumbar Support Desk Chair, Computer Ergonomic Mesh Chair with Armrest (Black)",B07B7K7N3P,39.98,39.98,,,,0.0,$,In stock Usually ships within 3 to 4 days.,,False,,4.3,63781,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Chairs, Home Office Desk Chairs","Mesh, Ergonomic Design: The overall design of this office chair is ergonomic, two lumbar supports on the backside of the chair back are not only for beautiful looking, when you lean in the chair, it feels comfortable like two hands are supporting your waist, with a slightly concave design on the cushion, this chair can effectively relieve the back pain that caused by long hours of sitting, this will be a very wonderful experience for your use., Thicker Cushion & Double Comfort: Compared with other ordinary office chairs, the cushion of this office chair uses high-density elastic sponge, which is softer, thicker and more comfortable, and covered by breathable mesh cloth. The innermost layer is made of solid wood. The three-layer structure design can not only ensure stability and durability of the seat, but also double your comfort in daily work., High-Quality Materials: In order to enhance customer’s experience when sitting in the chair, we adopt better materials to improve the comfort and stability of the chair. High-quality mesh surface with smooth texture and better breathability. The high grade of gas lift is certified by SGS, and the maximum support capacity is 240 pounds. The BIMIFA passed five-star leg base, ensures stableness and safety when sit., Free Adjustment & 360-Degree Movement: The height of the seat can be adjusted using the handle at the right bottom of the seat, meet different heights of desks. Also, you can tilt backward to relax, switch your sitting posture, and adjust the tilting angle by twisting the tension column under the chair seat. The office chair uses smooth casters, and 360° horizontal rotation without resistance, it is quiet and the good PU material won’t hurt floor on moving., Easy to Install: The office chair contains the screws, tool and manual for installation, no extra tools are needed. It will be a breeze to follow the installation steps and get an office chair that allows you to work comfortably.","Warm tip: To save your time and get the suitable items, please kindly have a look of your location and the expected chair size. Tilt Mechanism: Leaning back and forward feature enables you to relax your back and shoulders The tilt tension can be adjusted using the knob under the chair There is a handle under chair to lock any angle of the back Adjustable Seat Height: The sitting height can be lifted up and down with a handle under the chair Adjust to different desks heights and meet sitting preferences SGS certified gas pump ensures safe in use Upgraded PU Casters: 360-degree swivel casters made from good PU material Noiseless on move and floor friendly Chair legs are BIFMA certified Furmax Office Chair Series Simple and classy would fit into almost any decor Be it from working or studying",,,,https://www.amazon.com/Furmax-Support-Computer-Ergonomic-Armrest/dp/B07B7K7N3P,https://www.amazon.com/Furmax-Support-Computer-Ergonomic-Armrest/dp/B07B7K7N3P/ref=sr_1_3?crid=GLWBWQJDCKQ&dib=eyJ2IjoiMSJ9.c9yViM8vFKA6Yxw0R8GXQLcOAs2rioxWmQgW2iVoPcot5PwLMjeVTm2AgA2q8Sn2to58X-2ATwdwJ6T2wN5gsk0dbogMZTbPTyF3WglYtNnvnEFwXvog_5q6fNAOKjuANWv1KxABIbqEKswgdnyjDT4qLq2PLXd99eQyX4msj7w4sVZ8Y6V6i2jcKL_4cVXUnUGp-bTU76QLh_kOtjUckLYcXcmDmJ6go_17lHOp48kJrlEZLLePX5kwHg36LqvmXHK8RMT_l5UXuIyFBQc3iljQNUSW3AMYzPggOG_SNdA.rIHhKEIblEp9pDGrr5uLK8qpKjRoaGDNDuJdID5zwgE&dib_tag=se&keywords=office+chair&qid=1719080715&sprefix=office%2Caps%2C97&sr=8-3,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6,Furmax Store,https://www.amazon.com/stores/Furmax/page/A9387283-3F74-4244-90A6-48D61AD7B83D?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,Adult,,with-arms,Yes,Solid Back,No,"#1,050 in Home & Kitchen ( See Top 100 in Home & Kitchen ) #3 in Home Office Desk Chairs",Furmax,Black,China,4.3 out of 5 stars,,Mesh,,Ergonomic,Ergonomic,Mesh office chair,"Metal, Plastic",Swivel,Mesh,06973678831433,Single chair,Indoor,,No,,,T-OCNC,20.5 pounds,,Furmax,Mesh,240 Pounds,,Furmax Office Chair Mid Back Swivel Chair Lumbar Support Desk Chair,Solid,Wipe Clean,"19.7""D x 19.7""W x 35.4""H","Office, Gaming",Office,,19.7 inches,20.5 Inches,,Mesh,Square,,Adjustable Height,Modern,Hard Floor,Yes,1.0 Count,753534057131,,https://m.media-amazon.com/images/I/41NHXxhdzbL.jpg,https://m.media-amazon.com/images/I/516iq1peF9L.jpg,https://m.media-amazon.com/images/I/41u2fMUjh6L.jpg,https://m.media-amazon.com/images/I/51xOKx1-eoL.jpg,https://m.media-amazon.com/images/I/51XaI9l6ByL.jpg,,Solid Back,Furmax,Black,,Seat Material Type Mesh,,,,,,Item Weight 20.5 Pounds,,,,"19.7""D x 19.7""W x 35.4""H",,,,,Adjustable Height,,,3,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6
"SMUG Office Computer Desk Chair, Ergonomic Mid-Back Mesh Rolling Work Swivel Task Chairs with Wheels, Comfortable Lumbar Support, Comfy Arms for Home, Bedroom, Study, Dorm, Student, Adults, Black",B0C7G1G5YB,35.99,35.99,$39.99,39.99,,0.0,$,In Stock,,True,,4.7,3432,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Chairs, Home Office Desk Chairs","【Ergonomic Backrest】 The overall design of this office chair is ergonomic, the backrest and lumbar support fit the natural curve of your lower back, let your body and mesh chair perfectly fit, and take the spinal pain away from your body. It provides comfortable support, which helps you maintain a relaxed posture during long hours of work., 【Free Adjustment Multi-Function】The height of the swivel computer chair can be adjusted according to demand. Also, you can tilt backward to relax, switch your sitting posture, and adjust the tilting angle by twisting the tension column under the chair seat,the 90 -120-degree rocking design meets your different sitting positions. It also features 360-degree rotation. Height adjustable from 18.5 to 22.2 inches, matching different stature., 【All Day Comfort】The desk chair has a soft high-density sponge seat, which is covered with durable & breathable mesh fabric and has good elasticity. It is difficult to deform to keep them comfortable for long hours. Perfect for your home office, bedroom, classroom, school,computer desk, apartment, guest workstation, gaming room or conference room. This office chair is the perfect gift for family and friends., 【Premium Materials】 The ergonomic office chair has a reliable height-adjustable gas lift and heavy-duty base, and smooth-rolling casters for great stability and won't damage floors or carpets. It could run smoothly on tile, wooden floors, carpets and other flooring. All the accessories of our office chair have passed the test of BIFMA, which is a guarantee for your personal safety. Weight capacity: 250lb., 【Easy Assembly】The mesh office chair comes with all hardware & necessary tools and can be installed within 15 minutes. It can be quickly installed at home by yourself. We also have a professional customer service team, so if you have any questions, please do not hesitate to contact us. We are always with you.","Upgraded Comfortable Seat Cushion A high-density sponge seat makes the office chair a good choice for all-day comfortable office seating. And, the waterfall edge design ensures your thighs stay relaxed. Ergonomic Backrest Design The sturdy backrest frame supports the natural curve of the spine, allowing you to maintain a good sitting posture. With a back storage basket, make this office chair more beautiful and practical.",,Amazon's Choice,,https://www.amazon.com/SMUG-Computer-Ergonomic-Mid-Back-Comfortable/dp/B0C7G1G5YB,https://www.amazon.com/SMUG-Computer-Ergonomic-Mid-Back-Comfortable/dp/B0C7G1G5YB/ref=sr_1_4?crid=GLWBWQJDCKQ&dib=eyJ2IjoiMSJ9.c9yViM8vFKA6Yxw0R8GXQLcOAs2rioxWmQgW2iVoPcot5PwLMjeVTm2AgA2q8Sn2to58X-2ATwdwJ6T2wN5gsk0dbogMZTbPTyF3WglYtNnvnEFwXvog_5q6fNAOKjuANWv1KxABIbqEKswgdnyjDT4qLq2PLXd99eQyX4msj7w4sVZ8Y6V6i2jcKL_4cVXUnUGp-bTU76QLh_kOtjUckLYcXcmDmJ6go_17lHOp48kJrlEZLLePX5kwHg36LqvmXHK8RMT_l5UXuIyFBQc3iljQNUSW3AMYzPggOG_SNdA.rIHhKEIblEp9pDGrr5uLK8qpKjRoaGDNDuJdID5zwgE&dib_tag=se&keywords=office+chair&qid=1719080715&sprefix=office%2Caps%2C97&sr=8-4,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6,SMUG Store,https://www.amazon.com/stores/SMUG/page/4F5EECBB-D607-455A-8A80-C76B449C777D?ref_=ast_bln,Adult,28.35 Inches,With arms,,Solid Back,,#902 in Home & Kitchen ( See Top 100 in Home & Kitchen ) #2 in Home Office Desk Chairs,SMUG,Black,China,4.7 out of 5 stars,"June 8, 2023",,,,,,Metal,Swivel,,,"User Manual, Assembly Tool, A Chair",Indoor,,,,,SDCVR23,21.4 pounds,,SMUG,Mesh,250 Pounds,,Office Chair,Solid,Wipe Clean,"18.5""D x 20.08""W x 41.54""H",Office,"Office, Classroom, Library, Study Room",,17.5 inches,22.2 Inches,,,Rectangular,,Ergonomic,Modern,Hard Floor,Yes,1.0 Count,760790198546,,https://m.media-amazon.com/images/I/41600Wc8jvL.jpg,https://m.media-amazon.com/images/I/51VdAhRldxL.jpg,https://m.media-amazon.com/images/I/41-UTh6eusL.jpg,https://m.media-amazon.com/images/I/51Mx0hZeqsL.jpg,https://m.media-amazon.com/images/I/51iOPsAEF6L.jpg,,Solid Back,SMUG,Black,Maximum Weight Recommendation 250 Pounds,,,,,,,Item Weight 21.4 Pounds,,,,"18.5""D x 20.08""W x 41.54""H",,,,,Ergonomic,,,4,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6
"Sweetcrispy Office Computer Desk Chair, Ergonomic High-Back Mesh Rolling Work Chairs with Wheels and Adjustable Headrests, Comfortable Lumbar Support, Comfy Flip-up Arms for Home, Bedroom, Study,Black",B0CSK1LN4M,61.69,61.69,$65.14,65.14,,0.0,$,In Stock,,True,,4.4,188,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Chairs, Home Office Desk Chairs","【Ergonomic Lumbar Support】The ergonomically designed backrest of our ergonomic office chair has prominent lumbar support to fit the natural curvature of the spine. The Computer Desk Chair with mid-back brings quality and comfort to any office., 【Comfortable Seat】Ergonomic features an all-elastic premium mesh back and a high-density sponge seat making the mesh office chair a good choice for all-day comfortable office seating. The unique mesh design is skin-friendly and breathable, which keeps you cool all day., 【Space-saving】Flip-up armrests are available and won't be in your way when not in use. The Armrests of the computer chair provide comfortable support for your arms and can be flipped up to save space effectively while not in use. It is perfect for the office, bedroom, study room, living room, or gaming room., 【Adjustable Headrest】The Unique Headrest easily adjusts to your requirements. More support for the head and neck can be provided by adjusting the height and angle of the headrest, which can make you feel comfortable and help you avoid soreness from your neck and back!, 【Multifunctional Mechanism】The seat height of this 360° Rotating chair could be easily adjusted by the pneumatic adjustment lever, and the adjustment range is 18.5-22.2 inches. Besides, the rocking mode from 107° to 144° helps you to relax from hard work., 【Smooth Movement & Stability】Our comfy office desk chair comes with smooth and multi-direction casters, which allow you to move the chair around effortlessly. They can run smoothly on tile, wooden floors, carpets, and other floorings. The large 5-star base increases stability even at the full height range. The maximum weight capacity is 250 lbs., 【Easy Assembly】The home office chair comes with installation instructions and all necessary hardware& tools. We also offer a video to help you, allowing the office chair installation to be completed within 10-15 minutes.","Sweetcrispy is formed to streamline home and office decor by providing ergonomically sound chairs that put your comfort at the forefront. Previous page Next page Through relentless refining of our products, we’ve managed to perfect the chair to peak performance. We believe everyone deserves somewhere comfortable to fit. This is why we’ve positioned our potent pieces as very affordable whilst still not sacrificing quality. Our chairs are expertly designed to support your body, back, and muscles as you go about your daily life in true comfort and confidence. Sturdy Metal Base Maximum capacity up to 250lbs, heavy-duty metal base, more stability, and safety. Adjustable Headrest More support for the head and neck can be provided by adjusting the height and angle of the headrest. Flip-up Armrests The Armrests provide comfortable support for your arms and can be flipped up to save space effectively. Smooth and Sturdy Wheels The casters of office chair provide great mobility, suitable for hard floors, carpets, and more. Buyers' shows Previous page Next page There are multiple styles chairs for you to choose from. Chair with Flip up Arms Add to Cart Chair with Flip up Arms Add to Cart Chair with Flip up Arms Add to Cart Chair with Arms Add to Cart Chair with Arms See Details Tall Chair - Flip up Arms Add to Cart Tall Chair with Arms See Details Customer Reviews 4.4 out of 5 stars 188 4.5 out of 5 stars 575 4.5 out of 5 stars 575 4.7 out of 5 stars 262 4.7 out of 5 stars 285 4.6 out of 5 stars 3 4.6 out of 5 stars 117 Price $61.69 $ 61 . 69 $49.99 $ 49 . 99 $49.66 $ 49 . 66 $51.98 $ 51 . 98 — $72.41 $ 72 . 41 — Ergonomic Lumbar Support ✔ ✔ ✔ ✔ ✔ ✔ ✔ Backrest with Storage Basket ✔ ✔ ✔ ✔ ✔ ✔ ✔ Ergonomic Armrests Flip up Armrests Flip up Armrests Flip up Armrests Fixed Armrests Fixed Armrests Flip up Armrests Fixed Armrests Upgraded Thicker Cushion ✔ ✔ ✔ ✔ ✔ ✔ ✔ Lock Function ✔ ✔ ✔ ✔ ✔ ✘ ✘ Height Adjustable ✔ ✔ ✔ ✔ ✔ ✔ ✔ 360 Degree Swivel ✔ ✔ ✔ ✔ ✔ ✔ ✔",,Amazon's Choice Amazon's Choice,,https://www.amazon.com/Sweetcrispy-Ergonomic-High-Back-Adjustable-Comfortable/dp/B0CSK1LN4M,https://www.amazon.com/Sweetcrispy-Ergonomic-High-Back-Adjustable-Comfortable/dp/B0CSK1LN4M/ref=sr_1_5?crid=GLWBWQJDCKQ&dib=eyJ2IjoiMSJ9.c9yViM8vFKA6Yxw0R8GXQLcOAs2rioxWmQgW2iVoPcot5PwLMjeVTm2AgA2q8Sn2to58X-2ATwdwJ6T2wN5gsk0dbogMZTbPTyF3WglYtNnvnEFwXvog_5q6fNAOKjuANWv1KxABIbqEKswgdnyjDT4qLq2PLXd99eQyX4msj7w4sVZ8Y6V6i2jcKL_4cVXUnUGp-bTU76QLh_kOtjUckLYcXcmDmJ6go_17lHOp48kJrlEZLLePX5kwHg36LqvmXHK8RMT_l5UXuIyFBQc3iljQNUSW3AMYzPggOG_SNdA.rIHhKEIblEp9pDGrr5uLK8qpKjRoaGDNDuJdID5zwgE&dib_tag=se&keywords=office+chair&qid=1719080715&sprefix=office%2Caps%2C97&sr=8-5,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6,Sweetcrispy Store,https://www.amazon.com/stores/Sweetcrispy/page/AEA8D4E0-EBC5-42BE-B375-A58A1E664ADF?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,With arms,,Solid Back,,"#6,872 in Home & Kitchen ( See Top 100 in Home & Kitchen ) #14 in Home Office Desk Chairs",Sweetcrispy,Black,China,4.4 out of 5 stars,"January 17, 2024",,,,,,Metal,Swivel,,,"A Chair, Assembly Tool, User Manual",,,,,No,HRJ68565,24.5 pounds,,Sweetcrispy,Metal,250 Pounds,,Office Computer Desk Chair,Solid,,"20.08""D x 20""W x 53""H","Office, Gaming",Office,,18.1 inches,,,,Rectangular,,"Adjustable Height, Adjustable Headrest, Ergonomic, Arm Rest",Classic,Hard Floor,Yes,1.0 Count,780374269714,,https://m.media-amazon.com/images/I/51WxLp+UE2L.jpg,https://m.media-amazon.com/images/I/5131lb60T+L.jpg,https://m.media-amazon.com/images/I/51ykup5jjEL.jpg,https://m.media-amazon.com/images/I/41M-UH7wydL.jpg,https://m.media-amazon.com/images/I/41GlwSe6A3L.jpg,,Solid Back,Sweetcrispy,Black,Maximum Weight Recommendation 250 Pounds,,,,,,,,Item Weight 24.51 Pounds,,,"20.08""D x 20""W x 53""H",,,,,"Adjustable Height, Adjustable Headrest, Ergonomic, Arm Rest",,,5,https://www.amazon.com/s?k=office+chair&crid=GLWBWQJDCKQ&sprefix=office%2Caps%2C97&ref=nb_sb_ss_w_hit-vc-lth_office-chair_k0_1_6
