name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,details_age_range_(description),details_assembled_diameter,details_assembly_required,details_average_life,details_base_diameter,details_base_material,details_batteries_included?,details_batteries_required,details_batteries_required?,details_best_sellers_rank,details_brand,details_brightness,details_bulb_base,details_bulb_features,details_bulb_shape_size,details_cable_length,details_certification,details_color,details_color_rendering_index_(cri),details_color_temperature,details_connectivity_protocol,details_connectivity_technology,details_control_method,details_controller_type,details_country_of_origin,details_customer_reviews,details_cutting_diameter,details_date_first_available,details_diameter,details_efficiency,details_finish,details_finish_type,details_finish_types,details_global_trade_identification_number,details_horsepower,details_included_components,details_indoor/outdoor_usage,details_installation_type,details_is_cordless?,details_is_discontinued_by_manufacturer,details_is_electric,details_is_waterproof,details_item_model_number,details_item_package_quantity,details_item_weight,details_lamp_type,details_light_source_type,details_lighting_method,details_manufacturer,details_material,details_maximum_compatible_wattage,details_mounting_type,details_number_of_items,details_number_of_light_sources,details_number_of_pieces,details_part_number,details_pattern,details_power_source,details_product_dimensions,details_recommended_uses_for_product,details_room_type,details_shade_color,details_shade_material,details_shape,details_size,details_special_feature,details_special_features,details_specific_uses_for_product,details_style,details_switch_type,details_upc,details_voltage,details_warranty_description,details_water_resistance_level,details_wattage,image_1,image_2,image_3,image_4,image_5,overview_base_material,overview_bulb_base,overview_cable_length,overview_finish_type,overview_item_weight,overview_lamp_type,overview_product_dimensions,overview_shade_color,position,query
"Ambimall Floor Lamp for Living Room with 3 Color Temperatures LED Bulb, Beige Lampshade & Foot Switch Included, Easy to Install, 9W Bulb Included",B0C4DGFFCM,38.99,38.99,$38.99,38.99,,0.0,$,In Stock Only 1 left in stock - order soon.,"GetFast, Free ShippingwithAmazon Prime",True,,4.5,1921,"Tools & Home Improvement, Lighting & Ceiling Fans, Lamps & Shades, Floor Lamps","3 Color Temperature Bulb Included: This stand up lamp includes a 9W LED bulb which has 3 different color adjustable temperature setting: 3000K/5000K/4000K. You can easily change the color temperature to set the overall ambiance of the room., Adjustable Beige Lampshade Included: 61'' arc floor lamp comes with a rotating head, assuring convenience for daily life. When you put the floor light behind your couch, you can adjust the lamp shade to any angle you like, which is very proper for reading and working., Convenient Pedal Switch: Easy to turn on/off and change 3 different color temperatures. Spare your hands to do something else, saves you from bending down to turn off the light., Simple Classic Design: This floor light fits in any room from industrial to modern or traditional décor. Perfect for a living room floor lamp, bedroom floor lamp, kids room floor lamp, office floor lamp, appartment floor lamp, classroom floor lamp., Easy to Install: Easy to put together and no need any tools to complete.","61'' Floor lamps for living room clearance - When you put the floor light behind your couch in the living room corner, you will find some softer light in the evening that easily creates a cozy little reading nook. Blends well with the decor, sufficient light, and turns on and off with a foot button. Sharing from Customers Easily turned on by your foot! This  floor lamp is great. Looks amazing, nice and puts out great lighting! There is some assembly but that too was super easy. It's a great looking light. Put it right next to the desk and it works great.  Love the foot peddle for on and off. Perfect for smaller space! Bought this for home office because there’s a small space between desk and the wall and wanted light over the laptop. It’s classic looking. Good lamp for corner! It was easy to put together. Switching shades of white is easy. Very happy with this lamp. Easy to assemble Love the lamp!  Very sturdy. it looks quite nice Super easy to put together, and was pleasantly surprised at the quality.Yes, the shade is a little weird… it velcros together. Looks great! This lamp is so beautiful. Ordered and got delivered the same day! Putting it together was easy, took 7 minutes. Perfect lamp for my corner it has a beautiful matte finish and was extremely affordable.it lights my dark living room up nicely and isn’t harsh Easy installation of lamp floor Assembly takes about 10 minutes. Make sure not to cross-thread the pole when putting it together. The lamp shade is held together by Velcro. It is easy to assemble. Adjustable lampshade The floor lamp adopts a 270° lampshade direction adjustment design can  hover over your desk, sofa or anywhere you want. Tilting lampshade makes  this versitile for reading close up if needed. Previous page Next page",,,Best Seller,https://www.amazon.com/Ambimall-Temperatures-Standing-Adjustable-Classroom/dp/B0C4DGFFCM,https://www.amazon.com/Ambimall-Temperatures-Standing-Adjustable-Classroom/dp/B0C4DGFFCM/ref=sr_1_1?crid=3RTEUOPL4ACOX&dib=eyJ2IjoiMSJ9.Q72Hw-JVSvhoemT7v9yrOHJrBlujK0u5KZIblMAUGwh_AjirFdCZNwL6R-XynwgkOPffqyumWzWL5GUaRvThUEE59FGlWQUUvUsNF3EAt1gUIAV5qQ2GP28VLvAddF3baAdW0P-nXAM11Q6WVgwmHc8n8F3sgOQJOUrGQUdxhbEZlr4NtjAXTEcNSIYbjoDBNj2jRtFjjUmNJdtZfv7sEcJ7KsOa5n-ya19D8sFrtx6PiXXWt18WKch5U4YSXjgXAG2zESGfGwu9tYV90nuUG12g8CPPEjseW1j1TU-HU2I.i_ieUWJLS26nmZn0eehnocY-10nWBtd1GKCJkl4lQI0&dib_tag=se&keywords=lamp&qid=1719080738&sprefix=lamp%2Caps%2C94&sr=8-1,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1,Ambimall Store,https://www.amazon.com/stores/Ambimall/page/25C9C0DC-D2AA-4679-92F6-1A18B082C10B?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,,‎50000 Hours,,‎Metal,‎No,,‎No,#359 in Tools & Home Improvement ( See Top 100 in Tools & Home Improvement ) #1 in Floor Lamps,‎Ambimall,,‎E26,‎3-way switching,,,,‎Beige & Black,,‎3000 Kelvin,‎Homeplug,‎USB,‎Touch,,,4.5 out of 5 stars,,"June 13, 2023",,,,‎Matte,‎Matte,,,‎Bulb included,‎Indoor,,,,‎Yes,‎False,ABM-23050501,,‎7.7 pounds,‎Floor Lamp,‎LED,‎Adjustable,Ambimall,"‎porcelain, metal",‎60 Watts,‎Floor Mount,‎1,‎1,‎1,‎ABM-23050501,,‎Corded Electric,11 x 11 x 61.8 inches; 7.7 Pounds,‎Reading,"‎Living,Living Room,Office",‎beige,‎Linen,‎Bulb,,‎Dimmable,‎Dimmable,‎General purpose,‎Traditional,‎Push Button,,‎120 Volts,,‎Not Water Resistant,‎9 watts,https://m.media-amazon.com/images/I/51UeWIUpyOL.jpg,https://m.media-amazon.com/images/I/41edbPWxcoL.jpg,https://m.media-amazon.com/images/I/41P4DNLRK6L.jpg,https://m.media-amazon.com/images/I/5142wFyHVkL.jpg,https://m.media-amazon.com/images/I/51plIpBVxdL.jpg,Metal,E26,,Matte,7.7 Pounds,,"11""D x 11""W x 61.8""H",,1,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1
"Small Table Lamp for Bedroom - Bedside Lamps for Nightstand, Minimalist Night Stand Light Lamp with Square Fabric Shade, Desk Reading Lamp for Kids Room Living Room Office Dorm",B074XPNS3Z,13.99,13.99,$15.99,15.99,,0.0,$,In Stock Only 5 left in stock - order soon. In Stock,"GetFast, Free ShippingwithAmazon PrimeGetFast, Free ShippingwithAmazon Prime",True,,4.6,17992,"Tools & Home Improvement, Lighting & Ceiling Fans, Lamps & Shades, Table Lamps","✪CHOICE FOR BETTER LIFE-The Cord, Socket and Plug of Aooshine bedside table lamp are UL listed. By giving products the listed, you don’t have to worry about the material problem. This Nightstand lamp comes with ON/OFF switch control, easy to install and use. Please note not included bulb. Please use the LED bulb only., ✪MINIMALIST DESIGN-The elegant sleek look of this table lamp elevates the aesthetic of your home, an open-top cloth shade of beige linen hovers over a petite black base. The size and the design make this accent lamp a splendid accoutrement for guest cottages and professional offices alike., ✪Comfortable Glow-Our small desk Lamp creates a nice and comforting feeling in the house when spending time with your family as the linen fabric shade softens the light. Lamps for nightstand is Not Dimmable., ✪VERSATILE-With E26 universal standard base(Bulb not included), this minimalist rectangle table lamp is best for bedroom, living room, baby room, office, coffee table, college dorm, cafe, bookcase in your library or den. This night stand lights is also a great gift for your family and friend.(Please use the LED bulb, max watt of the LED bulb is 20W), ✪BUY WITH CONFIDENCE-Having adhered the most demanding quality control procedures. Any problems, please tell us directly, and we will provide best service as we can.","Small Minimalist Table Lamp for Bedroom with Square Fabric Shade for Nightstand The elegant and sleek look of this table lamp decorate your  home warmly and fragrantly. The size and the design make this lamp a splendid accoutrement for guest cottages and professional offices alike. E26 Universal Standard Base (Bulb Not Included) Please note the bulb is not included, recommend E26/E27 LED light bulb. Voltage: AC86-265V; Power Up State: US Plug; Bulb Wattage: Max 60W. Design to be soft, stable and non-flickering, the corner desk lamp with rectangular shade is friendly on your eyes so you can enjoy what you’re doing for longer. And this product has been tested by UL to nationally recognized safety and sustainability standards. Size (L/W/H) Please note the size before order Shade:4.1*4.1*9.3in Overall: 4.1*4.1*13.2in The distance between the base and switch: 14.2in Cord Length: 59in, the switch is located in the cord Perfect Decor & Gift A surprise gift for your family and friends A handsome accent lighting for any modern or craftsman style home. Square black base and fabric shade provide a  natural feeling. Clean, linear and minimalist design, ideal as a  Birthday Present. Easy To Use Easy to install the small lamp, please take off the fixing ring first. There is an ON/OFF Switch with US plug that makes it super convenient as a bedside table lamp. Place on top of a  nightstand, desk, or console  table for illumination in sophisticated style. DIY Lampshade for Gift or Home Decor (Sticker not included) It's very interesting to DIY your lamp by drawing or sticking something special, you can take this wonderful lamp as a gift for your family.",,,,https://www.amazon.com/Bedside-Aooshine-Minimalist-Bedroom-Bookcase/dp/B074XPNS3Z,https://www.amazon.com/Bedside-Aooshine-Minimalist-Bedroom-Bookcase/dp/B074XPNS3Z/ref=sr_1_2?crid=3RTEUOPL4ACOX&dib=eyJ2IjoiMSJ9.Q72Hw-JVSvhoemT7v9yrOHJrBlujK0u5KZIblMAUGwh_AjirFdCZNwL6R-XynwgkOPffqyumWzWL5GUaRvThUEE59FGlWQUUvUsNF3EAt1gUIAV5qQ2GP28VLvAddF3baAdW0P-nXAM11Q6WVgwmHc8n8F3sgOQJOUrGQUdxhbEZlr4NtjAXTEcNSIYbjoDBNj2jRtFjjUmNJdtZfv7sEcJ7KsOa5n-ya19D8sFrtx6PiXXWt18WKch5U4YSXjgXAG2zESGfGwu9tYV90nuUG12g8CPPEjseW1j1TU-HU2I.i_ieUWJLS26nmZn0eehnocY-10nWBtd1GKCJkl4lQI0&dib_tag=se&keywords=lamp&qid=1719080738&sprefix=lamp%2Caps%2C94&sr=8-2,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1,aooshine Store,https://www.amazon.com/stores/Aooshine/page/8E5C7560-650E-4E66-BBF7-C42587F04FD8?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,,,,‎Plastic,‎No,,‎No,#399 in Tools & Home Improvement ( See Top 100 in Tools & Home Improvement ) #3 in Table Lamps,‎aooshine,‎800 Lumen,‎E26,,,,‎UL,‎A-Beige,,‎2700 Kelvin,‎Homeplug,‎USB,,,,4.6 out of 5 stars,,"August 18, 2017",,,,‎Painted,‎Painted,,,‎lampshade,‎Indoor,‎Tabletop,‎No,No,‎Yes,‎False,TLASE01M,,‎1.17 pounds,"‎Desk Lamp, Table Lamp",‎LED,‎Up/Down Light,Aooshine,‎Plastic,,‎Tabletop,‎1,‎1,,‎BUYI-105-sml-square20170819,,‎Corded Electric,4.1 x 4.1 x 13.2 inches; 1.17 Pounds,‎Decoration,"‎Kids Room, Office, Bedroom, Living Room",‎beige,‎Linen,"‎rectangle, Square",,‎Dimmable,‎Dimmable,,"‎Minimalist,Retro",‎Toggle,‎728619772384,‎120 Volts,,‎Water Resistant,‎60 watts,https://m.media-amazon.com/images/I/41D1iucvJ1L.jpg,https://m.media-amazon.com/images/I/41+9yJsUyZL.jpg,https://m.media-amazon.com/images/I/41t3mUnAJpL.jpg,https://m.media-amazon.com/images/I/410g+9zDl1L.jpg,https://m.media-amazon.com/images/I/51QhYOUuOZL.jpg,Plastic,E26,,Painted,1.2 Pounds,,"4.1""D x 4.1""W x 13.2""H",,2,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1
"SUNMORY Floor Lamp with Shelves, Modern Square Standing Lamp with 3 Color Temperature Bulb, Corner Display Bookshelf Lamp for Living Room and Bedroom(Black)",B08Z36X6B4,45.99,45.99,$89.99,89.99,,0.0,$,In Stock Only 7 left in stock - order soon.,,True,,4.6,5002,"Tools & Home Improvement, Lighting & Ceiling Fans, Lamps & Shades, Floor Lamps","【3-Color Temperatures LED Bulb Included】SUNMORY shelf lamp includes a 9 Watt, 800 lumen power saving LED bulb ,so you don’t need to buy extra bulb.The LED lamp bulb is 3 color temp : 3000K/5000K/4000K.You can switch different color temperatures according to different scenes.Also can work with smart outlets that are Alexa, Google Home Assistant, or Apple HomeKit enabled(requires smart outlet sold separately)., 【Non-glaring Cloth Lampshade】This shelf floor lamp is equipped with a high-quality off-white cloth lampshade and opens upwards. With the built-in three-color temperature bulb, it can be used for both functional lighting and ambient lighting., 【Storage & Display】This tall lamp has 3 layers of high density fiberboard, each with a maximum weight of more than 50 pounds. On the shelf, you can put decorations such as vases and photo frames, as well as daily necessities such as books and mobile phones. So it can be used as a corner lamp to decorate your living room or as a skinny nightstand with lamp to bring you life convenience.It is very suitable as a gift for Mother's Day, Thanksgiving Day, or Christmas., 【Minimalist Design & Versatile Style】The contemporary stand up lamp matches asian, mid century modern, rustic, country and farmhouse decor thanks to its diverse lighting effects and simple lines., 【Easy to Assemble】SUNMORY shelf floor lamp has been improved in craftsmanship and simplified the installation steps. Compared with other similar products, it will save you 30% percent of installation time.The accompanying package comes with the tools needed for assembly and an instruction manual containing text and video installation steps. Simple repetitive operations are very easy for most people. Warm Tip: Please tighten each post to keep the whole lamp stable.","SUNMORY-Light the world, warm your heart SUNMORY is obsessed with providing high-quality lighting and furniture designed for a cozy life. We work to make design inclusive, simple, elegant, and available for various living spaces as well as promoting to light up your life. Previous page Next page 1 For your living room 2 For your studyroom 3 For your bedroom Apply to different scenarios Working Time Make work easy and enjoyable When you work, our floor lamp can silently accompany you and bring you light. Movie time Make you feel more relaxed After a hard day's work, sit quietly on the sofa, turn on your favorite movie, with warm yellow lights, and quietly enjoy the relaxation of the whole body and mind. Reading Time Make reading more comfortable At night, read a book quietly, with your family, accompanied by our floor lamp. 3 color temperatures We provide a 3-color temperature bulb， you can choose the light you like, and create different atmospheres E26 Base &  LED Bulb This SUNMORY shelf lamp comes with a 3-color temperature bulb, you can also buy a bulb that matches the E26 base, like A19/ST64/ST58. Robust & Easy to Assembly SUNMORY shelf floor lamp has been improved in craftsmanship. Compared with similar products, it will save you 30% installation time. Strong & Durable Shelves Each shelf is made of high-density fiberboard, with a maximum load-bearing capacity of more than 50 pounds. You can place heavy objects like books. Previous page Put the shelf lamp anywhere you prefer, beside your bed， beside the TV， beside the sofa. Our floor lamp is slim and can be placed in the corner,  beside the bed without getting in the way. Simply pull the switch to change the color temperature to find your favorite light Next page 1 In different places 2 Save space 3 3 color temperatures Every home is a little world, light and warmth belong to you. We are committed to exploring the harmonious unity of science and nature, practicality and beauty. Not only bring you convenience but also decorate your home. Tips: The shelf floor lamp needs to be assembled before use. Shelf lamp SUNMORY Floor lamp 800LM Brightness 800LM 3-Color Temperature Color temperature 3-Color Temperature Pull switch Switch mode Pull switch No Remote control No Wood+fabric+metal Material Wood+fabric Yes Bulb included Yes 9W Bulb power 9W 800LM Brightness 800LM 3-Color Temperature Color temperature 3-Color Temperature Pull switch Switch mode Button switch No Remote control No Wood+fabric+metal Material Wood+fabric+metal Yes Bulb included Yes 9W Bulb power 9W 800LM Brightness 800LM（Dimmable） 3-Color Temperature Color temperature 3000K-6000K Pull switch Switch mode Foot switch No Remote control Yes Wood+fabric+metal Material Fabric+metal Yes Bulb included Yes 9W Bulb power 9W 800LM Brightness 3000LM 3-Color Temperature Color temperature 3000K-6000K Pull switch Switch mode Foot switch No Remote control Yes Wood+fabric+metal Material Metal Yes Bulb included LED Lights 9W Bulb power 32W Previous page Shelf lamp with drawer Floor lamp with table ARC floor lamp Torchiere floor lamp Next page Learn More Learn More Learn More Learn More",,,,https://www.amazon.com/SUNMORY-Dimmable-Standing-Shelves-Bookshelf/dp/B08Z36X6B4,https://www.amazon.com/SUNMORY-Dimmable-Standing-Shelves-Bookshelf/dp/B08Z36X6B4/ref=sr_1_3?crid=3RTEUOPL4ACOX&dib=eyJ2IjoiMSJ9.Q72Hw-JVSvhoemT7v9yrOHJrBlujK0u5KZIblMAUGwh_AjirFdCZNwL6R-XynwgkOPffqyumWzWL5GUaRvThUEE59FGlWQUUvUsNF3EAt1gUIAV5qQ2GP28VLvAddF3baAdW0P-nXAM11Q6WVgwmHc8n8F3sgOQJOUrGQUdxhbEZlr4NtjAXTEcNSIYbjoDBNj2jRtFjjUmNJdtZfv7sEcJ7KsOa5n-ya19D8sFrtx6PiXXWt18WKch5U4YSXjgXAG2zESGfGwu9tYV90nuUG12g8CPPEjseW1j1TU-HU2I.i_ieUWJLS26nmZn0eehnocY-10nWBtd1GKCJkl4lQI0&dib_tag=se&keywords=lamp&qid=1719080738&sprefix=lamp%2Caps%2C94&sr=8-3,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1,SUNMORY Store,https://www.amazon.com/stores/SUNMORY/page/6305054D-8402-439B-960E-CB7EB0FD669F?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,,,,‎30000 Hours,,‎E26,,,‎No,#485 in Tools & Home Improvement ( See Top 100 in Tools & Home Improvement ) #3 in Floor Lamps,‎SUNMORY,‎800 Lumen,‎E26,"‎Dimmable,3000K-4000K-5000K",,,,‎Black,,‎5000 Kelvin,‎Wi-Fi,‎IR,‎Touch,"‎Apple HomeKit, Google Assistant, Amazon Alexa",,4.6 out of 5 stars,,"March 16, 2021",,,,‎Painted,‎Painted,,,‎3 color temperature bulb; Fabric shade (softens the light); 3-tier shelf;,‎Indoor,‎Modern,,,,‎False,L010401,,‎10.41 pounds,‎LED,‎LED,‎Uplight,SUNMORY,"‎Wood, Metal",‎60 Watts,‎Floor Mount,‎1,‎1,‎1,‎L010401,,‎Corded Electric,9.84 x 9.84 x 62.99 inches; 10.41 Pounds,‎Lighting,‎Living Room,‎Off-white,‎Fabric,‎Square,,"‎Adjustable Color Temperature,Dimmable","‎Adjustable Color Temperature,Dimmable","‎‎‎√ Living room, √ Bedroom, ,√ Reading, √ Study, √ Office",‎Modern,‎Pull Chain,,‎120 Volts,,‎Not Water Resistant,‎9 watts,https://m.media-amazon.com/images/I/41WESEJ8flL.jpg,https://m.media-amazon.com/images/I/51PkgwnOOVL.jpg,https://m.media-amazon.com/images/I/41Qy3f6AyoL.jpg,https://m.media-amazon.com/images/I/21tAmSdlDLL.jpg,https://m.media-amazon.com/images/I/51vT6u6g4GS.jpg,E26,E26,,Painted,10.4 Pounds,,"10.2""D x 10.2""W x 63""H",,3,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1
"Bedside Table Lamp for Bedroom - 3 Way Dimmable Touch Lamp USB C Charging Ports and AC Outlet, Small Lamp Wood Base Round Flaxen Fabric Shade for Living Room, Desk, LED Bulb Included",B0BZXNSW5K,23.39,23.39,$23.39,23.39,,0.0,$,In Stock Only 1 left in stock - order soon.,"GetFast, Free ShippingwithAmazon PrimeGetFast, Free ShippingwithAmazon Prime",True,,4.6,4074,"Tools & Home Improvement, Lighting & Ceiling Fans, Lamps & Shades, Table Lamps","Touch Control Bedside Lamp - This smooth dimmable touch control table lamp featured with touch-sensitive sensor, to make quick changes to 3 different level brightness (Low, Medium, High), and soften the atmosphere quickly. Simply a touch or a pat on the bedside lamps' base or lamps' supporting pole when you want the nightstand lamp On/Off, brighter/dimmer. (used as a night lamp at low brightness, medium/high is enough to meet your needs for reading/working), USB & USB-C Charging Ports and Outlet - Power 3 devices at once bedside lamp! With a usb-c port (5V/2.1A) and a usb-a port (5V/2.1A) and an outlet (120v) on the small nightstand lamp for fast charging, getting your phones, pad, laptops, humidifier, headsets, speaker, earbuds and other electronics fully charged all from a single small table lamp no matter if the bed side table lamp is on or off., Plug and Play Table Lamp - Package included a non-flicker Free E26 led light bulb, a install-free flaxen fabric shade, a stable lamp body and a touch control metal base with wooden finishing. Put all together for a minimalism lamp is really perfect to decorate anywhere of your house. An ideal USB nightstand lamp for bedroom, guest room, living room, study room, kids room for girls and boys, office room, desk, etc. at the same time., LED Light Bulb Included - For saving you more time on finding a correct bulb, we particularly pair with an non-flicker E26 LED light bulb. Unlike other dazzling side table light lamp, our bedside lamp with dual usb port and outlet provides no-flickering lights, to protect you and your kids and family's eyes from eye strain, or eyesight damages. You'll love how easy it is to get to your device when you need it. Gone are the days of running to the nearest power outlet., Fenmzee - Our team was founded by three interior designers who had been working with a head lighting manufacturer over the years to strive to design practical, aesthetic and well made lighting room decoration for customers. Fenmzee team design all our products in house, using only the selected materials to ensure they not only look good in your home, but will last for years to come.","3-Way Touch Control Lamp Use 15% brightness as a bedroom night light for a restful sleep. Switch to 60% brightness for a comfortable study desk lamp. Use 100% brightness as a living room table lamp for family gatherings. Simply Reach Out! Use the USB-A port with most standard USB cables for charging. Use the USB-C port with the type C cable for charging. Use the 2-pin AC outlet with standard US chargers. Charge your electronic devices easily with our versatile charging ports! Make it Simple and Practical Our package makes everything easy and convenient for you from the moment you open it. Installation takes less than a minute, and the lamp's simple touch controls, USB and outlet charging functions are designed to provide you with a better and more practical experience. The package includes a flicker-free LED bulb with three brightness levels (3000K), ensuring that you can create the perfect ambiance in your space. The touch-sensitive wood-printed lamp base and metal lamp pole provide the convenience of being able to turn the lamp on and off at any time during the night. The lampshade fixing ring ensures that your lamp stays stable and securely in place. An easy-to-understand user manual is included, which will help you quickly resolve any issues you may encounter. Sharing from Fenmzee's Customers This bedroom lamp with usb charging port is a lifesaver! It came with a free LED light bulb and was incredibly easy to set up. The minimalist design fits perfectly in any room, and the USB port, USB-C port, and outlet provide hassle-free charging options for all my gadgets. Truly the best bedroom desk lighting solution! I love this Touch Control Bedside Lamp! It's so convenient to adjust the brightness with just a touch. Perfect for setting a cozy ambiance or providing enough light for reading or working. Plus, the USB and USB-C ports are a game-changer, allowing me to charge multiple devices simultaneously. A practical touch lamp for my bedroom! I'm so happy with this Lamp for my daughter's room! The touch control feature is perfect for her, as she can easily adjust the brightness with a simple touch. The included LED bulb provides a soft and gentle light, ensuring her eyes are protected. The USB port is a bo nus, allowing her to charge her tablet conveniently. It's a beautiful and practical addition to her room! I can't recommend this touch table lamp enough! The included led light bulb is dimmable, ensuring a comfortable lighting experience. Having the dual usb ports and outlet right on the lamp is a game-changer. No more searching for power outlets. It's a perfect addition to my bedroom! I'm absolutely thrilled with it! The lamp has a modern and sleek design that looks great in my bedroom, and the usb charging port is incredibly convenient for charging my phone and other devices overnight. Wood base lamp for my study room I bought this table lamp for my study room and I couldn't be happier with it! The lamp has a beautiful wood base that complements my desk perfectly, giving the room a warm and inviting feel. Touch Bedroom Lamp (Table Lamp) The touch lamp is amazing! It's so convenient to use with its touch-sensitive switch, and the three different brightness levels make it perfect for any time of day. Plus, the usb ports and ac outlet are a game-changer. Highly recommend! In Love With This Desk Lamp I'm in love with this desk lamp for my studio. The 3 brightness levels are perfect. Its sleek design and touch control are so convenient. The LED bulbs provide great lighting, and it's built to last. Highly recommended!",,Amazon's Choice,Overall Pick,https://www.amazon.com/Beside-Table-Lamp-Bedroom-Nightstand/dp/B0BZXNSW5K,https://www.amazon.com/Beside-Table-Lamp-Bedroom-Nightstand/dp/B0BZXNSW5K/ref=sr_1_4?crid=3RTEUOPL4ACOX&dib=eyJ2IjoiMSJ9.Q72Hw-JVSvhoemT7v9yrOHJrBlujK0u5KZIblMAUGwh_AjirFdCZNwL6R-XynwgkOPffqyumWzWL5GUaRvThUEE59FGlWQUUvUsNF3EAt1gUIAV5qQ2GP28VLvAddF3baAdW0P-nXAM11Q6WVgwmHc8n8F3sgOQJOUrGQUdxhbEZlr4NtjAXTEcNSIYbjoDBNj2jRtFjjUmNJdtZfv7sEcJ7KsOa5n-ya19D8sFrtx6PiXXWt18WKch5U4YSXjgXAG2zESGfGwu9tYV90nuUG12g8CPPEjseW1j1TU-HU2I.i_ieUWJLS26nmZn0eehnocY-10nWBtd1GKCJkl4lQI0&dib_tag=se&keywords=lamp&qid=1719080738&sprefix=lamp%2Caps%2C94&sr=8-4,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1,Fenmzee Store,https://www.amazon.com/stores/Fenmzeelighting/page/1F81ED80-BF42-4555-9036-4601A8F11298?ref_=ast_bln,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 18, 2023",,,,,,,,,,,,,,,jijianyuan12-1,,,,,,Fenmzee,,,,,,,,,,4.45 x 4.45 x 13.98 inches; 1.28 Pounds,,,,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/4112uvSpoML.jpg,https://m.media-amazon.com/images/I/41GUa9yWlML.jpg,https://m.media-amazon.com/images/I/41VqH9rPlEL.jpg,https://m.media-amazon.com/images/I/419mjPkFslL.jpg,https://m.media-amazon.com/images/I/51qZdWDf6sL.jpg,Wooden Base (WTP Technology),E26,,Multiple,,LED,"4.45""D x 4.45""W x 14""H",,4,https://www.amazon.com/s?k=lamp&crid=3RTEUOPL4ACOX&sprefix=lamp%2Caps%2C94&ref=nb_sb_noss_1
