name,asin,price,price_parsed,old_price,old_price_parsed,strike_price,price_saving,currency,availability,shipping,prime,merchant_info,rating,reviews,categories,about,description,coupon_save,badge,summary_badge,short_url,url,ref_url,store_title,store_url,image_1,image_2,image_3,image_4,image_5,overview_age_range_(description),overview_base_material,overview_brand,overview_color,overview_finish_type,overview_item_weight,overview_mounting_type,overview_product_dimensions,overview_recommended_uses_for_product,overview_room_type,overview_shape_l-shape,overview_shape_rectangular,overview_size,overview_special_feature,overview_style,overview_top_material_type,overview_top_material_type_engineered_wood,overview_top_material_type_metal,overview_top_material_type_wood,position,query
"SEDETA L Shaped Office Desk, 66"" Home Office Desk with File Drawer & Power Outlet, Gaming Desk with Led Lights, Corner Computer Desk with Monitor Shelf, Printer Storage Shelves, Two Person Desk, Grey",B0CLGSV5X5,149.99,149.99,,,,0,$,In stock Usually ships within 2 to 3 days.,,FALSE,,4.4,2602,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","【Convertible Desk】67 inch corner desk or 98.4 inch two person desk: The L shaped computer desk could hold three desktop computers and one notebook computer. The desktop size is 47""L*18.5""W and 48""L*18.5""W. Or 96.4 inch two person desk can hold two-person studying or writing no interference. The simple design and multi-function storage to meet all needs. An ideal desk for small rooms or limited spaces to create excellent home office space., 【Ample Storage Space】Coming with a file drawer, printer cabinet and 2 tier storage shelves, with powerful storage space. File cabinet can hold letter /A4/ legal size files. This solid constructed L shaped computer desk could hold printers, scanners, fax machines and any other office machines, keeps printer or scanner within easy reach of your desk to free up work space. CPU stand protects the host from moisture and dust. This L shaped computer desk is economic, meets different storage need., 【Multipurpose Desktop Organizer】The SEDETA computer desk provides fabric desktop organizer. Desktop organizer are made of breathable high-quality fabric, lightweight and does not need to be installed. Direct use, while providing sufficient storage space. This storage organizer is perfect for desk accessories, pencils, pens, painting pens, correction tape,scissors ,TV Remote and more. Our storage organizer will allow for you to save space and keep an organized and neat feel for your desktop., 【Cool & Smart Led Light Strips 】The Sedeta gaming desk comes with RGB LED light strip, remote control via APP, Over 60000 colors and 29 flashing modes for your to choose. Led light strip with music sync function, built-in sensitivity adjustable mic, led light color will change with the rhythm of the sound and music. And with timer function, just enjoy it in a smart way, create gaming and working atmosphere. Light Up Your Gaming with LED Light Strip., 【For Health】The monitor shelf conforms to the ergonomic structure, which effectively reduces the pressure on the back and neck, so that you don't need to worry too much about health problems when you were working. At the same time, a headset hook is provided on the side, so that the headset is at your hand, and you don't need to worry about finding headphones for playing games.Our charging station includes 4-Outlet & 2 USB Ports to provide power for up to 6 devices simultaneously., 【Easy Assemble & After-sales Service】To make assembling this sturdy home office desk as effortless as possible, we have included clear and detailed instructions, numbered parts. If your item arrives damaged, scratched or missing part, please feel free to contact us, we will send you free replacement or offer a partial refund.","Previous page Next page 1 Home Office Desk 2 L Shaped Gaming Desk 3 Two Person Desk Multifunctional File Drawer - 4 Use Type Design Multipurpose Desk Organizer Desktop organizer are made of breathable high-quality fabric, lightweight and does not need to be installed. Direct use, while providing sufficient storage space. This storage organizer is perfect for desk accessories, pencils, pens, painting pens, correction tape, scissors, TV Remotes, and more. Previous page Next page 1 Charging Port 2 Monitor Riser 3 CPU Stand Cool & Smart Led Light Strips Previous page Next page Previous page Next page 1 High-quality Materials 2 Stable, Thick Metal Frame 3 Adjustable Leg Pads 4 Cable Management Grommets",,Amazon's Choice,,https://www.amazon.com/SEDETA-Computer-Monitor-Printer-Storage/dp/B0CLGSV5X5,https://www.amazon.com/SEDETA-Computer-Monitor-Printer-Storage/dp/B0CLGSV5X5/ref=sr_1_1?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-1,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,SEDETA Store,https://www.amazon.com/stores/SEDETA/page/F2E758D3-459E-4586-AE86-64CE14019F8C?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/51gIKnn0tHL.jpg,https://m.media-amazon.com/images/I/41jZVhb0aRL.jpg,https://m.media-amazon.com/images/I/51fgH5ZOTzL.jpg,https://m.media-amazon.com/images/I/51qDPhjkAWL.jpg,https://m.media-amazon.com/images/I/51eMf8Kv3tL.jpg,,Engineered Wood,SEDETA,Grey,Powder Coated,,Floor Mount,"48""D x 66.9""W x 34.6""H",Working,Study Room,Desk design Ladder Desk,,,"Monitor Stand, Led Lights, File Drawer & Power Outlet",Modern,,Number of Drawers 1,,,1,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
"CubiCubi 47 Inch Small L Shaped Computer Desk with Storage Shelves Home Office Corner Desk Study Writing Table, Deep Brown",B09J4V4P3M,84.99,84.99,$84.99 ,84.99,,0,$,In Stock Only 1 left in stock - order soon.,,TRUE,,4.5,2404,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","Enrich Your Use Space: The L shaped desk with storage shelves provide spacious space allow you to store unlimited office supllices, and the storage bag releases you from trouble of messy small stuffs. Keep your desktop tidy., Reversible Design: The corner desk can be installed on the left or right side according to your needs, good choice for your bedroom, study and office., Stability Construction: CubiCubi computer corner desk is constructed of premium metal frame & high-quality MDF Board, X-shaped crossbar provide extra stability which is durable enough to strongly support the stuff on it., Simple Design & Multifunction : The L shaped desk works perfectly as a computer desk, gaming desk, office desk, work desk and study desk, ideal for bedroom, home office or in dormitory., Easy Assembly & Worry-free Service: With detailed instruction and all tools needed for assembly, it will not take much time for installation; We provide professional customer support. If you have any problems related to our desk, please feel free to contact CubiCubi customer service at your earliest convenience",,,Amazon's Choice,Overall Pick,https://www.amazon.com/CubiCubi-Computer-Storage-Shelves-Writing/dp/B09J4V4P3M,https://www.amazon.com/CubiCubi-Computer-Storage-Shelves-Writing/dp/B09J4V4P3M/ref=sr_1_2?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-2,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,CubiCubi Store,https://www.amazon.com/stores/CubiCubi/page/2BCA7720-8455-4DC6-8731-A1FFEF27BF7F?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/51sHw7TF1EL.jpg,https://m.media-amazon.com/images/I/51NDhGTDHHL.jpg,https://m.media-amazon.com/images/I/51KKfUr2AXL.jpg,https://m.media-amazon.com/images/I/51dtM-Bj+5L.jpg,https://m.media-amazon.com/images/I/51RdzRL6tlL.jpg,,Metal,CubiCubi,Deep Brown,Wood,,Floor Mount,"27.5""D x 47""W x 28.7""H",Working,"Bedroom, Living Room, Dining Room, Kitchen, Kids, Nursery, Bathroom, Home Office",Desk design Computer Desk,,,Bagged,Modern,,Number of Drawers 1,,,2,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
"L Shaped Desk - 43 Inch Gaming Desk, Computer Corner Desk, Home Office Writing Desk with Shelf, Space-Saving Workstation Table, Modern Simple Wooden Desk, Rustic Brown",B0CW1M61CL,54.98,54.98,$67.98 ,67.98,,0,$,In Stock,,TRUE,,4.4,1603,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","Large Desktop & Multi-Function Dimensions: 43.3 W x 30.7 D x 29.5 H. Weight: 28.66 lbs. This L shaped desk provides spacious workstation for writing, studying, gaming and other home office activities., Reversible Shelves & Perfect for Corner Space Aseembly the side shelves of the L shaped gaming desk on your left or right depending how you arrange your space, which is fairly suit for corner small space. This allows for great use of the corner spaces., 2-Tier Storage Shelf Corner desk with 2 tier open shelf provide an ample storage space for desk use. That helps to get anything in reach at work. Meanwhile, the large space (33.85 *18.9 * 29.4) under the desk helps to relax legs during long working hours., Durable & Sturdy Construction With premium metal frame & high-quality MDF Board, this L shaped computer desk ensures stability and durability. The desktop is anti-scratching, waterproof and easy to clean., Easy to assemble Including detailed assembly instructions, user manual, complete parts and necessary assembly tools, installation a desk becomes a easy thing.","WOODYNLUX L Shaped Desk - Gaming Desk, Computer Corner Desk, Home Office Writing Desk with Shelf, Space-saving Workstation Table, Modern Simple Wooden Desk, Rustic Brown",,Amazon's Choice Amazon's Choice,,https://www.amazon.com/WOODYNLUX-Shaped-Desk-Space-Saving-Workstation/dp/B0CW1M61CL,https://www.amazon.com/WOODYNLUX-Shaped-Desk-Space-Saving-Workstation/dp/B0CW1M61CL/ref=sr_1_3?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-3,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,WOODYNLUX Store,https://www.amazon.com/stores/WOODYNLUXfurniture/page/BA0BA7E4-32BA-44AB-AFDE-72A14855D436?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/41+PKwULGiL.jpg,https://m.media-amazon.com/images/I/51w7Au5CdOL.jpg,https://m.media-amazon.com/images/I/41G3F8JwPfL.jpg,https://m.media-amazon.com/images/I/51gJdfTyZwL.jpg,https://m.media-amazon.com/images/I/41p357Mx67L.jpg,Adult,Storage,WOODYNLUX,Rustic Brown,Wood,0.23 Pounds,,"30.7""D x 43.3""W x 29.5""H",,,,Desk design Armoire Desk,43 inch,Unlit,Modern,,Number of Drawers 2,,,3,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
"ODK Office Small Computer Desk: Home Table with Fabric Drawers & Storage Shelves, Modern Writing Desk, White, 48""x16""",B0BV9R9GN5,129.99,129.99,$159.99 ,159.99,,0,$,In Stock,,TRUE,,4.4,1625,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","👉【Large Storage Capacity Desk with Drawers】This desk table is designed with 3 easy to assemble fabric drawers that give a nice amount of storage for everything else you need during your work day or study day. The 3 storage drawers can stash things away. Perfect for placing your documents, office or school supplies, gaming equipment etc. You will always have an organized desktop after owing it., 👉【Computer Desk with Storage Shelves】This desk with storage allows for an ample storage space, giving you a cleaner looking desk top, besides the desk shelves is removable, it can serve as a 2 tiers bookshelf, but also as a organizer. Both of two sides meet for your different storage needs in home or office. Having the work- from-home desk for your happy life., 👉【All-in-one Versatility Computer Desk】The perfect desktop size (47.3 inch*15.7inch) fits your laptop, books and 3 large capacity fabric drawers (each drawer can support up to 8 lb, about 2 laptops). Ample room for all of your office or work- from-home needs! The detachable underneath storage shelves of the desk can be placed in any size so it works perfect for any usage. (Eg: books, organizer.) There are also a lot more legroom and space for you., 👉【Sturdy & Attractive Desk Table】The metal leg and wood desktop together makes this desk a tank in the desk world. This construction design keep your table be no wobble while typing, writing or gaming. Even serving as your office desk, study writing table, gaming desk. The industrial desk design also match the rest of your furniture. You can enjoy sturdy and fashion design all in one desk., 👉【Easy Assembly & After-sale Service】The desk come with detailed instructions, all parts are clearly labeled, what you need to do is following instructions step-by-step. If your ODK desk arrives damaged, missing part or scratched, please feel free to contact us, our professional customer support team will help you solve the problem within 24 hours.","Previous page Next page 1 Removable Shelf 2 Fabric Drawer 3 Strong and Stable Frame 4 The adjustable Foot Mats See Video for More Previous page Next page A clean and simple look that fits just about anywhere 1 Study Desk 2 Home Office Desk 3 Office Desk 4 Vanity Desk Other ODK Products Selected for You ODK Computer Desk Add to Cart ODK L Shaped Desk Add to Cart ODK Small Desk Add to Cart ODK Office Desk Add to Cart ODK L Shaped Desk Add to Cart ODK Computer Desk Add to Cart ODK Computer Desk Add to Cart Customer Reviews 4.4 out of 5 stars 1,625 4.5 out of 5 stars 456 4.5 out of 5 stars 464 4.6 out of 5 stars 241 4.7 out of 5 stars 421 4.5 out of 5 stars 279 4.4 out of 5 stars 1,625 Price $129.99 $ 129 . 99 $179.99 $ 179 . 99 $67.88 $ 67 . 88 $119.99 $ 119 . 99 $129.99 $ 129 . 99 $119.99 $ 119 . 99 $129.99 $ 129 . 99 Drawers 3 Drawers 4 Drawers 2 Drawers 3 Drawers / / 3 Drawers Monitor Stand ✘ ✔ ✘ ✔ ✔ ✔ ✘ Power Outlet / USB & Power Outlet / USB & Power Outlet USB & Power Outlet Power Outlet & USB / LED Light / / / LED Light LED Light / / Color Black/White/Vintage/Gold/Pink Black / White /Vintage Black/White/Vintage Black / White /Vintage Black/White/Vintage Black / White /Vintage Black/White/Vintage/Gold/Pink Size 48 inch 55 inch / 63 inch 32 inch/ 40 inch 40 inch/ 48 inch /55 inch 48 inch /58 inch/ 66 inch 40 inch/ 48 inch /55 inch 48 inch",,Amazon's Choice,Popular Brand Pick,https://www.amazon.com/ODK-Office-Small-Computer-Desk/dp/B0BV9R9GN5,https://www.amazon.com/ODK-Office-Small-Computer-Desk/dp/B0BV9R9GN5/ref=sr_1_4?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-4,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,ODK Store,https://www.amazon.com/stores/ODK/page/388FAE25-D164-4135-A27B-C51108DFBEC5?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/41+lqeXDtgL.jpg,https://m.media-amazon.com/images/I/51nGSm+GdPL.jpg,https://m.media-amazon.com/images/I/41SYLqnZr3L.jpg,https://m.media-amazon.com/images/I/41jwfckwIeL.jpg,https://m.media-amazon.com/images/I/41IrRZP7W6L.jpg,,Metal,ODK,White,Wood,,Floor Mount,"15.7""D x 47.3""W x 30.6""H","Working, Writing, Gaming","Office, Living Room, Classroom, Study Room",,Desk design Computer Desk,,Storage Shelves,Minimalist,,Number of Drawers 3,,,4,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
Sweetcrispy Computer Desk - Office 48 Inch Writing Work Student Study Modern Simple StyleWooden Table with Storage Bag & Iron Hook for Home Bedroom - Rustic Brown,B0CK6HBHX3,39.99,39.99,$79.99 ,79.99,,0,$,In Stock,,TRUE,,4.6,2283,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","【Diversified Scenarios】The office desk is designed with a modern simple style, suitable for different styles of scenes, such as living rooms, bedrooms, and offices. It is suitable for various users, such as children, teenagers, students, and teachers, serving as a study work desk., 【Durable Design】The writing desk is made of high-quality materials. The desktop is made of thick particle board, which is resistant to scratches, water, and damage, making it easy to clean. The metal frame and corner reinforcement structure provide reliable support for all day use, weighing up to 176 pounds., 【Multipurpose Storage】The home office desk is equipped with additional storage bag and hook, expanding the storage space. The bag can be used to organize various items such as miscellaneous items, books, and files, while the hooks provide convenience for hanging headphones, umbrellas, etc, effectively ensuring a clean and orderly desktop., 【 Multiple Choices 】 The wooden desk is perfect for homes, offices, bedrooms, reading rooms, study rooms, and more. 5 sizes can meet different space needs, and multiple colors can be paired with different decorative styles. This computer desk is also a great gift choice for friends or family during holidays, birthdays, and new years., 【Quick Installation】Easy to assemble, the installation will take 20-30 minutes to complete. The package comes with all the hardware and components you need. Please note read the installation manual at first. If you have any questions, you can contact us and we will respond within 24 hours.","Hot Selling Desk Comparison Hot L-Shaped Desks Add to Cart Hot Mobile Desks Add to Cart Hot 40"" Drawers Desks Add to Cart Hot 48"" Drawers Desks See Details Customer Reviews 4.4 out of 5 stars 819 4.3 out of 5 stars 16 4.5 out of 5 stars 507 4.5 out of 5 stars 507 Price $59.99 $ 59 . 99 $53.99 $ 53 . 99 $49.99 $ 49 . 99 — Color Rustic Brown Rustic Brown Rustic Brown Rustic Brown Function L-Shaped Desks with Storage Mobile Portable Desk Desk with Drawers Desk with Drawers Required Assembly ✔ ✔ ✔ ✔ Item Dimensions 50""D x 41.34""W x 29.13""H 25.7""D x 19""W x 37""H 39.37""D x 23.62""W x 29.72""H 48""D x 23.62""W x 29.72""H Material Wood, Metal Wood, Metal Wood, Metal Wood, Metal Seller Amazon Amazon Amazon Amazon Modern & Simple Style Computer Desk I don't know how big my room is how should I choose? Hello, our tables come in a variety of sizes and colors for you to choose from! Is it sturdy? We use materials and the metal table legs are very sturdy. Is the tabletop resistant to dirt? Our table tops are smooth with a little texture, very easy to clean and long-lasting. Does it have diy function? You can place other items on the table and use your creativity. How long does it take to install? About 30min, it is very simple and suitable for men, women and children. Sweetcrispy Home Office Computer Desk Premium office desk for easier and healthier work & lifestyle! Looking for a sturdy and modern desk for your home or office? Then you cannot miss Sweetcrispy computer desk! This work desk uses premium particleboard and sturdy metal to create the whole structure. Long using life and modern design, matching almost all kinds of decor styles well. This pc desk is also a great gift for your friends or family on festival or their brithday / housewarming / school day etc. Previous page Next page Multipurpose Computer Desk",,Amazon's Choice,Best Seller,https://www.amazon.com/Sweetcrispy-Computer-Desk-Writing-StyleWooden/dp/B0CK6HBHX3,https://www.amazon.com/Sweetcrispy-Computer-Desk-Writing-StyleWooden/dp/B0CK6HBHX3/ref=sr_1_5?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-5,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,Sweetcrispy Store,https://www.amazon.com/stores/Sweetcrispy/page/AEA8D4E0-EBC5-42BE-B375-A58A1E664ADF?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/415Ko6o8GCL.jpg,https://m.media-amazon.com/images/I/51AHxUWLSJL.jpg,https://m.media-amazon.com/images/I/41NtVJl-JoL.jpg,https://m.media-amazon.com/images/I/41whRvo7WqL.jpg,https://m.media-amazon.com/images/I/51aCs-KTyDL.jpg,,Metal,Sweetcrispy,Basic Rustic Brown,Wood,,Freestanding,"19.69""D x 48""W x 29.8""H","Working, Writing, Gaming","Office, Bedroom, Living Room, Classroom, Study Room",,Desk design Writing Desk,,"Storage, Compact",Modern,,,,Number of Drawers 1,5,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
"Rolanstar Computer Desk 63"" with File Drawer, Gaming Desk with LED Light & Power Outlets, Home Office Desk with File Cabinet & Storage Shelves, with Monitor Stand & Keyboard Tray, Rustic Brown",B0BZPSLY56,128.4,128.4,$229.99 ,229.99,,0,$,Only 4 left in stock - order soon.,,TRUE,,4.6,419,"Home & Kitchen, Furniture, Home Office Furniture, Home Office Desks","Convenient Power Outlets & Safe: This computer desk is equipped with 4-Outlet & 2 USB Ports & 1 Type C Port on the desktop. The charging design allows you to charge your phone, tablet, laptop and other electronic devices without having to walk around, UL certified and ETL safety certified, so feel free to use them, Cool & LED RGB Light: The computer desk is equipped with 12 display modes of LED light, you can choose any of your favorite modes and colors for your game room, bedroom or living room decoration! LED light strips will give you an exciting and personalized visual impact, creating a cooler gaming atmosphere for you. Memory function and APP control will let the operation more convenient, 2 wooden Storage Drawers: 2 drawers filing cabinet will keep your workspace neater and tidier. The smaller top drawer is ideal for your small items and the bottom full extension drawer is larger and can hold all size Files(Letter/ Legal/ A4 Size), User Friendly Design: The computer desk allows for reversible installation. The file cabinet and the 2-tier adjustable storage shelves can place left or right as your needs. The full monitor stand helps you to sit with healthy posture，which reduces the pressure on the back. The headphone hooks keep your headphones right at your fingertips. The pull-out design of the keyboard tray makes the desktop more neat and tidy, Spacious Work Area: This home office desk includes spacious desktops, providing plenty of space for your home office and entertainment. 18.5"" desktop width and 63.0"" length, ensuring you can have more space to use and have a better feeling of use, while the full-size monitor stand design reserves more space for your desktop,which greatly improves the utilization of your desktop","Rolanstar Computer Desk with File Drawer Convenient Power Outlets The Keyboard Tray with Pull-Out Design Product Specification Material: Particle Board & Metal Frame Color to choose: Rustic Brown/ Black/ White Overall Dimensions: 65.1""L x 18.9""W x 36""H Desktop Dimension: 46.5""L x 18.9""W Monitor Riser Dimension: 65.1""L x 7.1""W x 5.3""H Printer Cabinet Dimension: 18.9""L x 21.6""W Drawer Dimension: 18.3""L x 13.8""W x 10.2""H Package Included: Computer Desk, LED Lights, Power Strip, Instruction, Assembly Tool Previous page Next page 1 Large Desktop Surface 2 Adjustable Shelves Other Products Selected for You Rolanstar Computer Desk Add to Cart Rolanstar File Cabinet See Details Rolanstar File Cabinet Add to Cart Rolanstar Corner Desk Add to Cart Rolanstar Computer Desk Add to Cart Customer Reviews 4.5 out of 5 stars 925 4.1 out of 5 stars 365 4.4 out of 5 stars 528 4.6 out of 5 stars 620 4.6 out of 5 stars 973 Price $99.99 $ 99 . 99 — $139.99 $ 139 . 99 $99.99 $ 99 . 99 $145.19 $ 145 . 19 Material Particle Board & Metal Particle Board & Metal Particle Board & Metal Particle Board & Metal Particle Board & Metal Room Type All Room All Room All Room All Room All Room LED Lights YES NO NO YES NO Drawers YES YES YES NO YES Power Outlets YES NO YES YES NO",,Amazon's Choice,Limited time deal,https://www.amazon.com/Rolanstar-Computer-Outlets-Cabinet-Keyboard/dp/B0BZPSLY56,https://www.amazon.com/Rolanstar-Computer-Outlets-Cabinet-Keyboard/dp/B0BZPSLY56/ref=sr_1_6?crid=CHSICPLSJDGN&dib=eyJ2IjoiMSJ9.UKhG84BaIUc1uVoxHhqU7Eg1ks7NdRty8KqnR1mACzJyshSaIAdELSrab9oPo0tfNBzBMkma-shjFzRo4XnO-uLOgB1H3leowoZIT2OyTXdgjM8qs9CpBjyFwf192ZM3j1JmMkLwUW0cVK8VorYzN-X-ITHRpXmo-vO4pAKoXdEr7ALfcXd5HVSFJf4unvRWg2rwaaXpM888Ojvi-RQDU10dHXMlPhjpx5b8hxrnQq-TL-Znl-OIw6gD0Rc0nuLHFOrZtaL3O3RF5ZG4QoC-VLYuNpGsqWn6i9fVG3bGsp8.LuTkW0MzBzfCY9RITIt2Bj16NSmUqGcMXPKbP4IfNpQ&dib_tag=se&keywords=office+desk&qid=1717862511&sprefix=office+desk%2Caps%2C114&sr=8-6,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1,Rolanstar Store,https://www.amazon.com/stores/Rolanstar/page/F3CA8177-1977-4875-BEA9-57FC4AAB4418?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://m.media-amazon.com/images/I/41Buo5k+c7L.jpg,https://m.media-amazon.com/images/I/41d0l1v65yL.jpg,https://m.media-amazon.com/images/I/51-Zjf0PEvL.jpg,https://m.media-amazon.com/images/I/51qfHNlHPzL.jpg,https://m.media-amazon.com/images/I/61sI7StiYjL.jpg,,Alloy Steel,Rolanstar,Rustic Brown,Laminated,,Floor Mount,"18.5""D x 63""W x 34.7""H",Working,"Office, Living Room, Study Room",,Desk design Computer Desk,,Reversible Design,Country Rustic,,Number of Drawers 2,,,6,https://www.amazon.com/s?k=office+desk&crid=CHSICPLSJDGN&sprefix=office+desk%2Caps%2C114&ref=nb_sb_noss_1
